patient_id,recording_id,time_seconds,eeg1,eeg2,eeg3,eeg4
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.07567286491394043,-266.97802734375,-107.22905731201172,-896.1458129882812,17.18208122253418
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.07965564727783203,-251.59762573242188,-93.0681381225586,-885.8699951171875,13.428019523620605
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.08363842964172363,-290.1488037109375,-103.62242889404297,-825.081298828125,8.798563957214355
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.08762121200561523,-348.8247985839844,-126.49385070800781,-733.7759399414062,6.787173748016357
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.09160399436950684,-372.60516357421875,-136.48936462402344,-643.9072265625,8.612167358398438
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.09558677673339844,-352.8021545410156,-129.0867462158203,-581.0319213867188,12.785269737243652
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.09956955909729004,-327.42230224609375,-121.33528137207031,-550.2880249023438,17.14885711669922
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.10355234146118164,-326.3721923828125,-125.35211944580078,-539.00146484375,20.23589515686035
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.10753512382507324,-339.555419921875,-133.76011657714844,-531.3712158203125,21.558639526367188
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.11151790618896484,-340.3256530761719,-132.9432830810547,-521.2102661132812,21.706424713134766
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.11550068855285645,-322.3691711425781,-121.30316162109375,-511.48553466796875,21.652973175048828
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.11948347091674805,-303.1797180175781,-109.18331909179688,-505.20648193359375,21.80459976196289
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.12346625328063965,-299.2466735839844,-105.19344329833984,-499.6943054199219,22.013469696044922
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.12744903564453125,-307.9962158203125,-107.45407104492188,-488.6488952636719,22.240585327148438
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.13143181800842285,-314.1449279785156,-107.80709838867188,-469.2633972167969,22.86241340637207
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.13541460037231445,-307.8675231933594,-101.53483581542969,-446.7665100097656,24.34017562866211
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.13939738273620605,-294.4688415527344,-91.79249572753906,-429.26983642578125,26.877765655517578
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.14338016510009766,-287.0396728515625,-85.08000946044922,-418.7472839355469,30.345394134521484
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.14736294746398926,-290.81536865234375,-83.61763763427734,-410.3179016113281,34.22718811035156
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.15134572982788086,-298.25189208984375,-83.90156555175781,-399.248779296875,37.891990661621094
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.15532851219177246,-299.27001953125,-81.81346893310547,-386.1019287109375,40.98381423950195
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.15931129455566406,-292.3463439941406,-77.11390686035156,-375.1259765625,43.0408935546875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.16329407691955566,-284.5103759765625,-72.7746353149414,-368.928466796875,43.22555923461914
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.16727685928344727,-282.50830078125,-70.9678726196289,-365.68255615234375,41.390289306640625
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.17125964164733887,-286.1353454589844,-70.55989074707031,-361.7532043457031,39.08832931518555
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.17524242401123047,-289.1707458496094,-68.12637329101562,-356.8443908691406,38.751953125
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.17922520637512207,-285.7026672363281,-61.46641159057617,-354.9388732910156,41.67924118041992
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.18320798873901367,-276.1109619140625,-51.95359420776367,-359.52044677734375,47.22368621826172
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.18719077110290527,-266.3067932128906,-42.91379165649414,-369.51080322265625,54.069576263427734
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.19117355346679688,-260.4784240722656,-35.94588088989258,-380.49114990234375,61.41868591308594
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.19515633583068848,-255.06063842773438,-28.552322387695312,-388.7964172363281,68.6077880859375
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.19913911819458008,-242.5372772216797,-16.329450607299805,-393.1512145996094,74.49980926513672
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.20312190055847168,-222.0785675048828,1.642593264579773,-392.15478515625,77.84819793701172
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.20710468292236328,-202.4203338623047,20.96291160583496,-382.382080078125,78.30036926269531
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.21108746528625488,-191.4530792236328,36.59210205078125,-362.8638000488281,77.00891876220703
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.21507024765014648,-185.3891143798828,48.78861618041992,-339.4510803222656,75.8277587890625
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.21905303001403809,-173.0624237060547,61.93227005004883,-319.7593994140625,75.79410552978516
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2230358123779297,-150.9491729736328,77.21455383300781,-307.10931396484375,76.69063568115234
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2270185947418213,-129.07452392578125,89.50508880615234,-300.80474853515625,77.72100830078125
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2310013771057129,-119.59339141845703,93.33248138427734,-297.04791259765625,78.15252685546875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2349841594696045,-121.76557159423828,90.91075897216797,-289.9659423828125,77.66807556152344
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2389669418334961,-123.2248306274414,90.72798156738281,-275.80743408203125,76.62118530273438
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2429497241973877,-116.67535400390625,97.3050537109375,-256.853271484375,75.78063201904297
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2469325065612793,-109.52971649169922,105.35579681396484,-239.04034423828125,75.44133758544922
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2509152889251709,-113.1702880859375,106.26953125,-225.2269744873047,75.08045196533203
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2548980712890625,-126.11884307861328,98.95757293701172,-213.1871795654297,74.29784393310547
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2588808536529541,-135.437744140625,90.02484130859375,-199.60804748535156,73.55347442626953
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2628636360168457,-135.00816345214844,83.63658905029297,-184.26646423339844,73.5894546508789
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2668464183807373,-134.47348022460938,76.14659118652344,-170.92393493652344,74.87841796875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2708292007446289,-146.57354736328125,62.178001403808594,-163.51364135742188,77.6538314819336
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2748119831085205,-169.7458953857422,43.57667922973633,-161.3112335205078,81.68646240234375
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2787947654724121,-189.45059204101562,28.655317306518555,-160.3286590576172,86.24421691894531
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2827775478363037,-196.5168914794922,22.322080612182617,-159.46946716308594,90.60108947753906
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2867603302001953,-197.5688934326172,20.364402770996094,-161.5925750732422,94.36614227294922
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2907431125640869,-205.16827392578125,14.788399696350098,-167.87551879882812,97.7025375366211
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2947258949279785,-222.38287353515625,3.095867872238159,-174.5216522216797,101.61876678466797
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.2987086772918701,-241.47096252441406,-10.13670825958252,-176.282958984375,107.34246826171875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.3026914596557617,-255.75662231445312,-20.424596786499023,-172.5277557373047,114.95924377441406
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.3066742420196533,-267.8391418457031,-29.206993103027344,-168.22364807128906,122.94463348388672
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.3106570243835449,-284.3357849121094,-40.96609878540039,-167.6863250732422,128.9901123046875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.3146398067474365,-304.7373046875,-56.17943572998047,-169.53329467773438,131.5843505859375
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.3186225891113281,-320.7294006347656,-70.82012939453125,-168.8440704345703,131.10791015625
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.3226053714752197,-327.3251953125,-82.13330078125,-162.50204467773438,129.24436950683594
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.32658815383911133,-329.591552734375,-91.37445068359375,-152.02638244628906,127.7491226196289
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.33057093620300293,-336.1039123535156,-100.934814453125,-142.12722778320312,127.70873260498047
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.33455371856689453,-347.9420471191406,-110.70439147949219,-137.06832885742188,129.14381408691406
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.33853650093078613,-357.946533203125,-118.42713928222656,-137.97955322265625,131.4041748046875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.34251928329467773,-360.9131774902344,-122.65499114990234,-142.92784118652344,134.14967346191406
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.34650206565856934,-360.58502197265625,-124.54585266113281,-148.5809326171875,137.41104125976562
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.35048484802246094,-365.0290222167969,-127.01835632324219,-151.3018341064453,140.84385681152344
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.35446763038635254,-376.66961669921875,-131.3222198486328,-148.3861541748047,143.5973663330078
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.35845041275024414,-389.7095642089844,-135.47962951660156,-140.05157470703125,144.87721252441406
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.36243319511413574,-397.84820556640625,-137.36260986328125,-129.95245361328125,144.61541748046875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.36641597747802734,-401.41571044921875,-137.90374755859375,-122.95609283447266,143.77044677734375
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.37039875984191895,-404.9630432128906,-139.6444854736328,-122.57882690429688,143.66835021972656
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.37438154220581055,-410.2364196777344,-143.06008911132812,-129.06858825683594,144.93359375
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.37836432456970215,-415.24713134765625,-147.1426239013672,-137.8767547607422,147.37850952148438
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.38234710693359375,-418.77691650390625,-152.08775329589844,-142.4131622314453,150.72940063476562
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.38632988929748535,-422.4322204589844,-158.50015258789062,-140.14381408691406,154.84556579589844
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.39031267166137695,-428.5632629394531,-165.69326782226562,-134.31002807617188,159.326416015625
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.39429545402526855,-437.3598327636719,-172.38671875,-129.61976623535156,163.53294372558594
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.39827823638916016,-446.7492370605469,-178.10916137695312,-127.93379974365234,167.15911865234375
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.40226101875305176,-454.9664001464844,-183.22091674804688,-128.8229217529297,170.45199584960938
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.40624380111694336,-462.60260009765625,-188.88351440429688,-131.81875610351562,173.78549194335938
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.41022658348083496,-471.5301818847656,-196.77597045898438,-136.41705322265625,177.30738830566406
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.41420936584472656,-481.88372802734375,-206.8912811279297,-141.95030212402344,180.88694763183594
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.41819214820861816,-492.02740478515625,-217.04498291015625,-148.15631103515625,184.18545532226562
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.42217493057250977,-501.1480712890625,-225.3863525390625,-155.10365295410156,186.9884490966797
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.42615771293640137,-510.2352294921875,-231.84033203125,-162.38064575195312,189.52761840820312
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.43014049530029297,-520.738525390625,-237.05203247070312,-168.8570556640625,192.47235107421875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.43412327766418457,-532.8378295898438,-241.20509338378906,-173.75958251953125,196.61485290527344
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.43810606002807617,-545.70068359375,-244.64199829101562,-177.07769775390625,202.2154083251953
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.4420888423919678,-558.3426513671875,-248.19747924804688,-179.1407012939453,208.57325744628906
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.4460716247558594,-569.9154663085938,-252.55450439453125,-180.3520965576172,214.6730499267578
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.450054407119751,-580.916015625,-257.8971252441406,-180.7058563232422,220.23141479492188
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.4540371894836426,-593.078125,-263.5107727050781,-179.66549682617188,225.58782958984375
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.4580199718475342,-606.9141235351562,-268.5064697265625,-176.77597045898438,230.77493286132812
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.4620027542114258,-620.7720336914062,-272.8123474121094,-172.57481384277344,235.36729431152344
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.4659855365753174,-632.94384765625,-276.9007263183594,-168.04652404785156,239.06724548339844
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.469968318939209,-643.328369140625,-281.5201721191406,-163.815185546875,242.04331970214844
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.4739511013031006,-652.7749633789062,-287.4046630859375,-161.84739685058594,244.82447814941406
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.4779338836669922,-662.081787109375,-294.83953857421875,-165.51168823242188,247.86276245117188
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.4819166660308838,-671.1536865234375,-303.3299255371094,-175.99343872070312,251.18971252441406
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.4858994483947754,-679.265380859375,-311.91949462890625,-189.84446716308594,254.6803741455078
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.489882230758667,-686.697265625,-320.0537109375,-201.06764221191406,258.5047607421875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.4938650131225586,-694.9076538085938,-327.5764465332031,-206.29815673828125,263.050537109375
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.4978477954864502,-705.0128173828125,-334.4429016113281,-206.76829528808594,268.3549499511719
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5018305778503418,-716.4622802734375,-340.58782958984375,-205.27833557128906,273.689697265625
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5058133602142334,-727.7109985351562,-346.10394287109375,-203.27987670898438,278.05096435546875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.509796142578125,-738.3214721679688,-351.59405517578125,-200.7567596435547,281.1037902832031
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5137789249420166,-749.3966674804688,-357.75567626953125,-197.67855834960938,283.2140197753906
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5177617073059082,-762.1494750976562,-365.49871826171875,-194.88401794433594,284.947265625
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5217444896697998,-776.0635375976562,-376.1964111328125,-193.6985321044922,286.9636535644531
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5257272720336914,-788.7901611328125,-390.61395263671875,-194.85862731933594,289.74041748046875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.529710054397583,-799.249755859375,-407.9540710449219,-198.00982666015625,293.2458190917969
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5336928367614746,-810.0900268554688,-425.9532470703125,-202.23880004882812,297.212890625
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5376756191253662,-824.90966796875,-441.5043640136719,-206.22048950195312,301.4743957519531
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5416584014892578,-843.2091064453125,-451.7800598144531,-208.75875854492188,306.0019226074219
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5456411838531494,-860.6336059570312,-456.56341552734375,-210.62777709960938,310.7430419921875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.549623966217041,-874.1565551757812,-459.4949035644531,-214.8748779296875,315.46160888671875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5536067485809326,-885.1788330078125,-465.39727783203125,-223.51939392089844,320.06793212890625
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5575895309448242,-897.44921875,-476.3128356933594,-234.72523498535156,324.8999328613281
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5615723133087158,-912.2930908203125,-490.208740234375,-244.77285766601562,330.1942443847656
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5655550956726074,-926.9675903320312,-503.3062744140625,-251.18426513671875,335.4793395996094
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.569537878036499,-937.9202880859375,-513.0101318359375,-254.49583435058594,339.9371643066406
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5735206604003906,-944.9508056640625,-518.8499145507812,-258.7626647949219,343.4474182128906
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5775034427642822,-952.0797729492188,-522.5150146484375,-267.9131164550781,346.89697265625
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5814862251281738,-963.4349365234375,-526.6296997070312,-281.6256103515625,351.2677307128906
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5854690074920654,-978.8807373046875,-532.5790405273438,-296.26312255859375,356.6321105957031
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.589451789855957,-995.0787353515625,-539.6890869140625,-308.0639343261719,362.12322998046875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5934345722198486,-1010.2162475585938,-546.62744140625,-314.3435974121094,366.7257385253906
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.5974173545837402,-1025.649658203125,-553.4485473632812,-313.5375671386719,369.9684143066406
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6014001369476318,-1042.0849609375,-560.9406127929688,-306.6982421875,372.0985107421875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6053829193115234,-1056.9820556640625,-568.6268310546875,-297.91754150390625,373.92816162109375
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.609365701675415,-1067.2650146484375,-574.98681640625,-291.85394287109375,376.81304931640625
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6133484840393066,-1073.4854736328125,-579.2855834960938,-291.6176452636719,382.5632019042969
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6173312664031982,-1080.588623046875,-582.7296142578125,-298.0310363769531,392.2851867675781
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6213140487670898,-1093.5899658203125,-587.2555541992188,-309.8210144042969,405.08782958984375
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6252968311309814,-1112.953857421875,-594.0282592773438,-324.2216796875,418.3525390625
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.629279613494873,-1134.872314453125,-603.7379760742188,-337.8038635253906,429.0273132324219
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6332623958587646,-1155.388671875,-616.70703125,-348.04437255859375,435.2108154296875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6372451782226562,-1173.5614013671875,-631.8690185546875,-354.36468505859375,437.5634460449219
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6412279605865479,-1190.5169677734375,-646.2872924804688,-358.3684997558594,438.9104309082031
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6452107429504395,-1206.9373779296875,-657.360595703125,-362.6728515625,441.7964172363281
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.649193525314331,-1222.0589599609375,-665.3721313476562,-368.44305419921875,446.6380310058594
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6531763076782227,-1234.9073486328125,-672.5234375,-374.77301025390625,452.2341613769531
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6571590900421143,-1246.3577880859375,-680.280029296875,-380.3262939453125,457.3155212402344
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6611418724060059,-1258.6309814453125,-688.0899658203125,-385.26605224609375,461.47674560546875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6651246547698975,-1272.982177734375,-694.4376831054688,-391.22406005859375,465.04949951171875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6691074371337891,-1288.6419677734375,-698.7230224609375,-399.0561218261719,468.3064880371094
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6730902194976807,-1304.0772705078125,-702.1552734375,-407.3822937011719,471.2294616699219
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6770730018615723,-1318.908203125,-706.9969482421875,-414.201171875,474.19732666015625
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6810557842254639,-1333.82177734375,-714.12109375,-420.22967529296875,478.2754821777344
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6850385665893555,-1349.5589599609375,-722.560302734375,-428.3199462890625,484.40692138671875
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6890213489532471,-1365.6673583984375,-731.2664184570312,-439.2523193359375,492.3533630371094
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6930041313171387,-1379.8333740234375,-739.4353637695312,-451.4013977050781,500.647705078125
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.6969869136810303,-1390.407958984375,-746.5900268554688,-463.7933349609375,507.9030456542969
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.7009696960449219,-1399.361572265625,-753.0474853515625,-476.1858825683594,513.9542846679688
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.7049524784088135,-1410.880859375,-759.4996948242188,-486.282470703125,519.2530517578125
narcorev_01,1d38f590-d493-4550-9fd5-3d0261a0aff4,0.7089352607727051,-1426.96337890625,-766.512939453125,-490.49859619140625,523.7286987304688
