cv_folds,balanced_accuracy,macro_f1,roc_auc,sensitivity,specificity,tn,fp,fn,tp,target,epoch_files,epochs,labelled_subjects,narcolepsy_subjects,comparison_subjects,raw_stage_features,features_after_qc
5,0.6674641148325359,0.650958904109589,0.6004784688995215,0.5454545454545454,0.7894736842105263,30,8,5,6,narcolepsy_vs_other,363,443752,49,11,38,2200,2200
