feature,importance
h5__eeg4_hjorth_complexity_mean_std,0.0005147739675921138
h5__eeg4_delta_relative_power_std_max,0.0005132764898541705
h5__eeg3_hjorth_complexity_std_min,0.0005130969789680106
report__confidence_rem_latency_aasm_mean,0.0005123658903950873
h5__eeg4_beta_relative_power_std_median,0.0005110970196575773
h5__eeg4_delta_relative_power_std_mean,0.0005080905573626745
report__confidence_n3_percentage_median,0.0005078481529519141
report__n1_duration_mean,0.000507645053498497
report__confidence_sol_std,0.0005046777900384746
h5__eeg1_delta_sigma_ratio_median_min,0.0005043382543382536
h5__eeg3_hjorth_complexity_median_min,0.0005041695317450675
h5__eeg2_theta_alpha_ratio_median_median,0.0005034722222222222
h5__n_epochs_std,0.000502773635273264
h5__eeg2_std_median_max,0.0005013777838803978
h5__eeg4_beta_power_mean_min,0.0004999999999999994
h5__eeg3_delta_relative_power_mean_max,0.0004999999999999988
h5__eeg1_beta_power_mean_std,0.000499084143904862
h5__eeg1_theta_relative_power_median_max,0.0004975938215547017
h5__eeg1_delta_sigma_ratio_median_median,0.0004952830188679243
report__proportion_scorable_and_on_head_std,0.0004940119760479045
report__n3_duration_median,0.0004926127543462679
h5__eeg4_beta_relative_power_mean_median,0.0004905693853040735
h5__eeg2_alpha_relative_power_std_median,0.0004901500938086306
report__quality_index_F7_O2_median,0.0004871688894882022
h5__eeg3_beta_relative_power_std_median,0.00048702530715171105
h5__eeg2_theta_power_mean_std,0.0004868173258003771
report__rem_latency_aasm_median,0.00048621868073173217
h5__eeg3_theta_power_median_min,0.0004832013609414442
report__quality_index_F7_O2_mean,0.00047850921540453726
h5__eeg3_theta_relative_power_median_mean,0.0004735348184140477
report__confidence_n2_duration_mean,0.0004732011602719308
h5__eeg4_hjorth_mobility_mean_std,0.00047311422549962045
h5__eeg2_delta_sigma_ratio_median_min,0.00047190845330380145
h5__eeg2_theta_alpha_ratio_median_min,0.00046906111958015096
h5__eeg4_std_std_max,0.0004656602824884587
h5__eeg1_kurtosis_mean_min,0.0004638023468131212
h5__eeg1_skew_median_std,0.00046273180610180794
h5__eeg4_theta_power_median_min,0.00046240736083629717
h5__eeg4_zero_crossings_std_mean,0.0004616212338593979
report__quality_index_F7_O1_max,0.0004610430099127385
h5__eeg2_beta_power_mean_std,0.000459183673469388
report__confidence_lps_std,0.0004572889750215339
h5__eeg2_delta_beta_ratio_median_std,0.0004545454545454553
h5__eeg1_delta_relative_power_std_mean,0.000453470276999689
h5__eeg3_alpha_power_mean_std,0.00045165165165165117
report__confidence_n3_latency_aasm_median,0.000449581845732697
h5__eeg4_theta_alpha_ratio_median_median,0.0004492906105531648
report__record_duration_median,0.0004488012109112554
h5__eeg4_delta_power_median_std,0.00044854743340288225
h5__eeg1_delta_relative_power_std_min,0.0004479074527271357
h5__eeg2_theta_relative_power_mean_std,0.0004476061427280932
report__confidence_awakenings_std,0.00044688237276710327
h5__eeg4_iqr_mean_max,0.0004447661599942599
h5__eeg1_delta_sigma_ratio_median_mean,0.00044448260495569963
h5__eeg1_alpha_relative_power_mean_mean,0.0004431195414763544
h5__eeg3_iqr_mean_min,0.0004429661177010998
report__nrem_duration_median,0.0004429171314322564
h5__eeg4_delta_power_std_min,0.0004421561149249933
h5__eeg4_delta_relative_power_mean_std,0.0004409294512877944
h5__eeg3_delta_relative_power_mean_mean,0.0004406442633865699
report__confidence_sol_aasm_median,0.00044034211323039504
h5__eeg1_sigma_power_median_min,0.00044023247744621747
h5__eeg2_alpha_power_std_median,0.0004371239201593619
report__nrem_percentage_std,0.000437007813461303
h5__eeg4_skew_std_median,0.0004368941465384703
h5__eeg3_beta_power_mean_std,0.000436807074544516
h5__eeg4_kurtosis_mean_median,0.0004360037249572134
h5__eeg2_skew_std_max,0.0004355824015772313
h5__eeg2_sigma_relative_power_std_mean,0.00043294445723642103
h5__eeg4_sigma_relative_power_mean_max,0.0004326923076923074
h5__eeg2_theta_alpha_ratio_std_mean,0.0004324531190202833
h5__eeg3_delta_beta_ratio_median_std,0.00043181818181818154
h5__eeg3_zero_crossings_std_min,0.0004266976247548643
h5__eeg3_theta_power_median_median,0.00042655989322656245
report__confidence_lps_mean,0.0004262852414038103
h5__eeg3_hjorth_complexity_std_median,0.0004258804258804259
h5__eeg4_delta_beta_ratio_std_std,0.0004250634264446421
report__confidence_n3_percentage_min,0.0004244971592110634
report__respiration_rate_rem_min,0.00042345161464651027
h5__eeg2_total_power_0p5_30_median_std,0.0004204253281128403
report__confidence_awakenings_max,0.00041979602791196934
h5__eeg3_theta_alpha_ratio_std_std,0.0004185182977609385
h5__eeg4_theta_relative_power_mean_max,0.00041666666666666664
h5__eeg2_beta_power_mean_mean,0.0004160050768764469
h5__eeg4_sigma_power_std_std,0.00041049382716049597
report__confidence_rem_latency_min,0.00041012216404886554
h5__eeg3_total_power_0p5_30_median_std,0.0004099996819295046
h5__eeg3_hjorth_mobility_mean_min,0.0004091880326258087
h5__eeg1_hjorth_mobility_mean_max,0.0004076392556570947
h5__eeg1_delta_power_mean_max,0.0004060913705583774
h5__eeg3_alpha_power_median_min,0.00040554456584193004
h5__eeg3_hjorth_mobility_mean_mean,0.00040376085393507475
h5__eeg1_sigma_relative_power_std_max,0.0004028806590665576
h5__eeg3_sigma_relative_power_median_std,0.0003980673658716975
h5__eeg3_theta_relative_power_median_std,0.00039527453748421066
h5__eeg2_hjorth_complexity_median_min,0.00039302099577372455
h5__eeg3_alpha_relative_power_std_mean,0.000390428550901646
h5__eeg1_beta_relative_power_std_max,0.000388888888888889
h5__eeg3_alpha_relative_power_mean_mean,0.00038782491664188413
h5__eeg2_hjorth_complexity_mean_min,0.0003853754940711473
h5__eeg4_delta_sigma_ratio_std_min,0.0003849095206604849
report__lps_min,0.00038477989647802546
report__n3_percentage_std,0.00038104978806198183
h5__eeg1_alpha_power_median_std,0.0003810309922354145
h5__eeg3_sigma_power_mean_mean,0.0003713258662730173
h5__eeg3_hjorth_mobility_std_max,0.00037102473498233266
report__respiration_rate_rem_mean,0.0003705058324308007
report__confidence_n1_duration_min,0.00036542379216895633
report__quality_index_F7_O1_mean,0.00036400856166877256
h5__eeg1_alpha_power_mean_std,0.00036368062317429555
h5__eeg4_beta_power_std_max,0.0003626543209876544
h5__eeg1_alpha_relative_power_mean_min,0.00036108304550904293
h5__eeg3_hjorth_complexity_median_max,0.00036092530657748123
h5__eeg2_delta_relative_power_std_median,0.00036092530657748
report__rem_latency_aasm_std,0.00035792920555031195
h5__eeg3_theta_relative_power_mean_mean,0.000357412145767501
h5__REM_epochs_median,0.0003558597091531224
h5__eeg3_theta_relative_power_std_std,0.0003544161545215102
h5__eeg4_alpha_relative_power_std_max,0.00035370681605975706
h5__eeg4_theta_relative_power_median_min,0.00035365687330869797
h5__eeg3_theta_alpha_ratio_median_max,0.0003527820304083333
h5__eeg1_alpha_relative_power_std_mean,0.0003512860230729904
h5__eeg3_delta_relative_power_mean_std,0.0003510630163933799
h5__eeg3_hjorth_mobility_median_std,0.00035024262230144536
h5__eeg2_beta_relative_power_mean_median,0.0003498807340434156
h5__eeg2_std_mean_std,0.00034916655305942555
h5__eeg1_sigma_power_median_median,0.0003483879401107834
h5__eeg3_beta_relative_power_mean_median,0.00034669059011164176
h5__eeg4_alpha_relative_power_mean_median,0.00034315383497784404
h5__eeg3_kurtosis_std_median,0.00034259259259259247
h5__eeg3_sigma_power_mean_median,0.000342040285899935
report__n3_latency_aasm_max,0.00034013605442177015
h5__eeg4_theta_power_std_median,0.00034010643444605873
h5__eeg2_zero_crossings_std_median,0.00033953794247155127
h5__eeg1_delta_sigma_ratio_std_std,0.00033874296377830543
h5__eeg3_hjorth_mobility_mean_std,0.0003386431992870683
h5__eeg1_std_median_std,0.0003385541436948762
report__confidence_nrem_percentage_std,0.0003379065040650399
h5__eeg2_beta_relative_power_median_max,0.00033766011164385013
h5__eeg1_kurtosis_std_median,0.0003371743202588418
report__confidence_nrem_duration_std,0.0003353675450762828
h5__sleep_efficiency_epoch_ratio_min,0.0003331741103415346
h5__eeg2_theta_power_median_std,0.00033287571370038655
h5__eeg3_hjorth_complexity_mean_max,0.0003321584383375126
h5__eeg1_delta_relative_power_mean_min,0.0003320652173913053
h5__eeg3_alpha_relative_power_std_max,0.00033179109125430913
h5__eeg4_sigma_relative_power_std_min,0.00033177953932451054
report__n3_duration_std,0.00033177595223352936
h5__N3_epochs_std,0.0003316503785133303
h5__eeg2_sigma_power_std_median,0.00032860922146636483
h5__eeg3_zero_crossings_median_median,0.0003275096980651725
report__n3_duration_mean,0.0003271520866072982
h5__eeg4_zero_crossings_median_max,0.00032309941520468154
report__respiration_rate_n2_median,0.0003225806451612898
h5__eeg3_theta_alpha_ratio_mean_median,0.0003224632027877463
h5__eeg4_alpha_power_mean_mean,0.00032234847806794696
h5__eeg1_kurtosis_median_mean,0.0003220686123911929
h5__eeg4_beta_relative_power_mean_std,0.0003214151556597849
h5__eeg1_delta_power_std_median,0.00032140787740191534
h5__eeg1_hjorth_mobility_median_min,0.0003201977760801288
h5__eeg2_alpha_relative_power_mean_median,0.0003196014388335626
h5__eeg3_beta_power_std_mean,0.0003170634920634918
h5__eeg3_hjorth_mobility_std_std,0.00031701980039494025
h5__eeg1_alpha_power_median_median,0.00031647150369834115
report__proportion_off_head_median,0.0003153989092339072
h5__eeg2_hjorth_mobility_std_std,0.0003133002891367207
h5__eeg4_beta_power_median_max,0.0003116511823751756
h5__eeg1_skew_mean_median,0.0003112895583526289
h5__eeg2_beta_relative_power_median_min,0.0003096233574590677
h5__eeg4_alpha_power_median_std,0.0003091755319148915
h5__N2_epochs_mean,0.00030832173855429695
report__waso_aasm_std,0.00030813249697369974
report__confidence_n2_percentage_std,0.0003081324969736988
h5__eeg1_total_power_0p5_30_median_max,0.0003081324969736976
h5__eeg3_theta_power_mean_max,0.00030681150910158575
report__respiration_rate_n1_max,0.0003067885117493473
h5__eeg1_alpha_relative_power_std_std,0.0003066381105139047
report__n2_latency_aasm_mean,0.0003061224489795915
h5__eeg4_zero_crossings_std_std,0.000303955383955385
h5__eeg3_beta_power_mean_min,0.00030376622764954046
h5__eeg4_sigma_power_median_median,0.0003030519790176449
h5__eeg1_sigma_relative_power_std_min,0.0003022634347960387
h5__eeg3_total_power_0p5_30_mean_std,0.0003005540281582231
h5__eeg3_alpha_power_mean_median,0.00030012108801097235
h5__eeg3_theta_relative_power_std_mean,0.0003000254324969507
h5__eeg2_beta_power_mean_min,0.00029653476874314406
h5__eeg4_hjorth_complexity_std_mean,0.00029449520148845047
h5__eeg3_beta_power_mean_max,0.00029289384874980824
h5__eeg3_theta_relative_power_mean_median,0.0002922566600575129
h5__eeg3_sigma_relative_power_mean_std,0.0002916790434501351
h5__eeg4_total_power_0p5_30_median_min,0.0002913821521073695
h5__eeg3_beta_power_mean_mean,0.00029082520014886106
h5__eeg3_alpha_power_std_max,0.000289863438448344
h5__eeg3_alpha_relative_power_mean_min,0.0002896042321526993
h5__N3_percentage_median,0.00028905289052890505
h5__eeg3_sigma_relative_power_std_min,0.0002882389195019205
h5__eeg3_hjorth_complexity_median_mean,0.0002882389195019196
h5__eeg3_sigma_relative_power_median_median,0.00028463701121875706
h5__wake_epochs_mean,0.0002840909090909092
report__n1_percentage_min,0.00028335412233717195
h5__eeg1_sigma_power_median_std,0.00028205712345391506
h5__eeg4_theta_relative_power_median_std,0.00028195826624504
h5__eeg2_std_median_min,0.0002781658772370865
report__confidence_waso_std,0.0002780755120048301
h5__eeg4_iqr_median_min,0.0002777777777777775
h5__eeg4_delta_relative_power_std_median,0.00027777777777777724
h5__eeg3_total_power_0p5_30_median_mean,0.0002775643386362756
h5__eeg2_delta_relative_power_mean_median,0.00027689407328855884
h5__eeg3_std_median_median,0.0002757565106589891
report__confidence_n3_percentage_max,0.00027439024390243883
h5__eeg3_delta_sigma_ratio_median_std,0.00027372827372827414
h5__eeg2_theta_power_median_max,0.00027227722772277246
h5__eeg4_delta_beta_ratio_std_median,0.00027165782673738517
h5__eeg3_delta_sigma_ratio_median_min,0.00026985186393696894
h5__eeg1_hjorth_complexity_std_median,0.0002696614143501487
h5__eeg1_hjorth_complexity_std_std,0.0002677478580171358
h5__eeg3_theta_power_mean_std,0.00026716228155620336
h5__eeg3_sigma_power_median_median,0.0002667698658410734
h5__eeg3_hjorth_mobility_mean_max,0.0002664399092970501
h5__eeg1_sigma_power_median_max,0.000266362252663622
h5__eeg4_skew_median_median,0.0002659574468085101
h5__eeg4_iqr_std_median,0.0002659090909090911
h5__eeg3_delta_beta_ratio_mean_mean,0.0002656653746770031
h5__tst_minutes_from_hypnogram_std,0.00026388888888888816
report__average_respiration_rate_min,0.00026019630264913245
h5__eeg4_beta_relative_power_std_max,0.00026015466015466055
report__respiration_rate_wake_median,0.0002594985834594626
h5__eeg3_delta_power_mean_mean,0.00025909090909090836
h5__eeg1_std_mean_max,0.00025852585258525837
h5__eeg2_kurtosis_std_std,0.00025852585258525794
report__n1_duration_max,0.00025821596244131567
h5__eeg3_sigma_power_median_std,0.00025725232621784454
h5__eeg1_sigma_relative_power_mean_median,0.00025713318651562867
h5__eeg4_delta_power_median_median,0.00025557001402463095
h5__eeg3_hjorth_complexity_median_median,0.0002547306604173053
h5__eeg2_delta_relative_power_mean_mean,0.00025452592725428146
h5__eeg2_zero_crossings_median_min,0.0002538580246913587
h5__eeg3_sigma_power_median_min,0.00025385802469135793
h5__n_epochs_median,0.00025301464254952625
h5__eeg2_skew_median_median,0.000252914743070312
h5__eeg1_zero_crossings_median_std,0.00025244798041615694
h5__eeg2_hjorth_complexity_std_min,0.0002520107238605908
h5__eeg4_theta_power_std_min,0.00025143649692886775
report__n3_percentage_min,0.00024935796859795067
report__confidence_n1_percentage_std,0.00024898962518871365
report__confidence_sol_aasm_min,0.0002482838281156213
report__rem_duration_mean,0.00024603992876558195
h5__eeg1_iqr_mean_max,0.0002445928537527991
h5__eeg4_total_power_0p5_30_mean_mean,0.0002445928537527969
h5__eeg1_zero_crossings_std_median,0.0002445836873406973
h5__eeg1_beta_power_median_mean,0.0002422480620155039
h5__eeg2_alpha_relative_power_std_std,0.00024175824175824275
h5__eeg2_iqr_median_std,0.00024169797907992098
h5__eeg3_delta_beta_ratio_std_std,0.0002404837149627387
h5__eeg2_beta_relative_power_mean_mean,0.00024000000000000014
report__confidence_rem_latency_std,0.00023954116059379224
h5__eeg2_hjorth_mobility_median_std,0.00023703670067966518
report__nr_of_shifts_std,0.00023702013335922875
report__wake_duration_mean,0.00023629016824120856
h5__eeg4_theta_relative_power_std_max,0.0002340877462828683
report__respiration_rate_rem_max,0.00023283582089552276
report__n2_duration_median,0.00023255813953488363
h5__eeg2_hjorth_complexity_std_max,0.00023167740217923803
h5__eeg4_std_std_median,0.00023143939393939486
h5__eeg3_zero_crossings_median_min,0.00023118080265274136
h5__eeg1_theta_relative_power_mean_max,0.00023107574445880704
h5__eeg4_kurtosis_mean_min,0.0002299035369774948
report__confidence_n2_percentage_min,0.00022831050228310507
h5__eeg1_delta_relative_power_mean_median,0.00022816379988090454
report__confidence_n3_duration_max,0.00022698557201578044
h5__eeg1_theta_relative_power_median_median,0.00022648559954202628
h5__eeg3_theta_power_std_max,0.00022386223862238652
h5__eeg4_std_median_mean,0.00022379278109880706
h5__eeg3_theta_relative_power_mean_std,0.00022302088845470102
h5__eeg2_theta_power_std_median,0.0002228853521956969
h5__eeg2_theta_relative_power_std_median,0.00022213759837522208
h5__eeg4_sigma_power_mean_min,0.00022114978584786182
h5__eeg1_beta_power_std_min,0.00022098175544340646
h5__eeg3_alpha_power_std_median,0.0002204538486141093
report__waso_aasm_mean,0.0002191670580562253
h5__eeg1_alpha_power_std_min,0.00021854462920345872
h5__eeg3_total_power_0p5_30_std_max,0.00021833204215573115
h5__eeg4_delta_relative_power_mean_min,0.00021762021762021795
h5__eeg2_iqr_std_max,0.00021646695013529437
h5__eeg3_delta_power_std_max,0.00021544073452913926
h5__eeg2_alpha_power_mean_mean,0.00021437974048768303
h5__eeg3_skew_median_median,0.00021413106681174185
report__lrem4_std,0.00021203155818540543
h5__eeg4_alpha_relative_power_std_median,0.00021155922283293247
h5__eeg3_skew_mean_max,0.0002102908277404931
h5__N1_epochs_std,0.00021029082774049243
h5__eeg1_theta_relative_power_mean_min,0.00020979020979020984
h5__sleep_epochs_std,0.00020715540098481487
h5__eeg2_zero_crossings_median_std,0.00020559930008748892
h5__eeg2_iqr_median_max,0.00020548489666136666
h5__eeg3_zero_crossings_median_mean,0.0002042646472698289
h5__eeg4_skew_median_max,0.00020426464726982789
report__respiration_rate_n2_mean,0.00020411295273173685
h5__eeg3_alpha_relative_power_median_std,0.0002016583747927057
h5__eeg2_delta_beta_ratio_mean_std,0.00020154576240652568
h5__eeg1_delta_relative_power_mean_mean,0.00020082041110710405
report__confidence_rem_latency_median,0.00020074982958418573
report__confidence_lrem4_min,0.00020074982958418527
h5__eeg3_zero_crossings_std_max,0.00019932145886344455
report__confidence_lrem4_median,0.000198773448773451
h5__eeg3_hjorth_mobility_std_median,0.00019792182088075312
h5__eeg3_hjorth_complexity_mean_mean,0.00019736842105263198
h5__eeg3_skew_mean_median,0.00019584887689499212
h5__eeg3_theta_power_std_std,0.00019462366950332834
h5__eeg3_theta_alpha_ratio_mean_max,0.0001945970695970703
h5__eeg4_beta_power_median_std,0.00019435207360568013
h5__eeg1_theta_power_std_min,0.00019430051813471412
report__average_respiration_rate_std,0.00019169201264528644
h5__N3_epochs_min,0.0001902887139107603
h5__eeg3_alpha_relative_power_median_min,0.00018932527693856974
h5__eeg3_delta_power_std_median,0.00018896198830409348
h5__eeg3_kurtosis_mean_mean,0.00018785483577004884
h5__eeg1_total_power_0p5_30_median_mean,0.00018780310924424966
report__lrem4_mean,0.0001874999999999997
h5__eeg1_beta_power_median_std,0.00018749999999999916
h5__eeg2_theta_alpha_ratio_mean_std,0.00018732400114271388
h5__eeg1_delta_beta_ratio_median_mean,0.00018679564849195622
report__record_quality_index_std,0.00018679564849195435
h5__eeg4_alpha_power_mean_min,0.00018613607188703473
h5__eeg2_hjorth_mobility_mean_mean,0.00018602909713307653
report__rem_latency_aasm_mean,0.0001860290971330761
report__confidence_sol_aasm_mean,0.00018602909713307593
h5__eeg4_zero_crossings_median_mean,0.00018419742550316586
report__sleep_efficiency_mean,0.0001840490797546022
h5__eeg1_kurtosis_mean_mean,0.0001833388405230256
h5__eeg4_delta_sigma_ratio_median_mean,0.00018292682926829233
h5__eeg4_alpha_power_mean_median,0.00018292682926829187
h5__n_epochs_mean,0.00018219987559610188
h5__eeg3_alpha_relative_power_median_max,0.0001817256817256814
h5__eeg4_sigma_power_std_mean,0.00018059144415733707
h5__eeg3_sigma_relative_power_median_min,0.0001804129059031035
h5__eeg3_theta_relative_power_median_min,0.00017979837238309647
h5__eeg1_delta_sigma_ratio_median_std,0.0001793222278602915
h5__eeg1_beta_relative_power_mean_median,0.00017923100211928694
report__confidence_n2_duration_min,0.00017923100211928513
h5__eeg4_alpha_relative_power_median_median,0.00017857142857142873
report__wake_duration_median,0.00017853872917048214
h5__eeg2_std_std_median,0.00017849361967009123
h5__eeg1_theta_alpha_ratio_std_max,0.0001780303030303029
h5__eeg4_beta_power_mean_max,0.00017783019888761495
h5__eeg3_alpha_power_median_mean,0.00017736486486486454
h5__eeg2_kurtosis_median_min,0.00017688757006264602
h5__eeg1_alpha_relative_power_median_max,0.0001762751192044862
h5__eeg4_kurtosis_std_max,0.00017441860465116236
h5__eeg2_hjorth_mobility_std_median,0.00017398426867995667
h5__eeg3_kurtosis_std_max,0.00017368810051736843
h5__N1_epochs_min,0.00017189314750290423
report__confidence_n2_latency_aasm_min,0.00017142857142857178
h5__eeg1_delta_sigma_ratio_mean_max,0.00017122040072859818
h5__eeg1_iqr_std_max,0.0001707706677857342
report__confidence_last_sleep_max,0.000170770235447775
h5__eeg3_delta_sigma_ratio_mean_max,0.00017045454545454547
h5__eeg4_beta_power_median_min,0.0001704545454545453
h5__Wake_epochs_median,0.0001699910445330963
h5__eeg2_theta_relative_power_median_median,0.0001699910445330953
h5__eeg1_std_mean_median,0.00016998895479747796
h5__eeg3_hjorth_mobility_median_min,0.000168485237483954
report__confidence_last_sleep_median,0.0001658406404879931
h5__eeg3_std_mean_mean,0.00016255944660613936
h5__N1_epochs_max,0.0001622808298528976
h5__eeg4_theta_power_mean_mean,0.00016203703703703776
h5__eeg2_alpha_relative_power_mean_min,0.000162037037037037
report__respiration_rate_rem_std,0.00016125007797392565
h5__eeg1_iqr_mean_std,0.00016040100250626642
h5__eeg3_hjorth_mobility_std_min,0.00016040100250626604
report__respiration_rate_n1_min,0.0001597938144329905
report__confidence_n3_duration_median,0.00015957446808510616
report__sleep_efficiency_median,0.0001593867376731618
h5__eeg1_hjorth_complexity_mean_std,0.00015905631659056282
report__rem_latency_aasm_min,0.00015751298159865856
h5__eeg4_sigma_relative_power_mean_median,0.00015594490823804771
h5__eeg3_sigma_relative_power_mean_median,0.00015443676380102344
h5__eeg1_theta_alpha_ratio_mean_mean,0.00015416912122121978
h5__eeg3_iqr_mean_mean,0.00015393336046450528
h5__eeg4_sigma_relative_power_mean_min,0.00015389185977421278
h5__eeg3_std_std_max,0.0001535947712418301
h5__eeg4_delta_relative_power_mean_median,0.00015345310907237457
h5__eeg1_total_power_0p5_30_mean_min,0.00015295211529521102
h5__Wake_epochs_min,0.00015249365096676776
report__n1_percentage_mean,0.00015249365096676738
h5__eeg3_theta_power_mean_median,0.0001517616360147055
h5__eeg4_skew_median_min,0.00015086489988884504
h5__tst_minutes_from_hypnogram_min,0.00015037812681791888
h5__eeg2_delta_relative_power_median_std,0.00014964926746277086
h5__eeg1_skew_std_std,0.000149454363790202
h5__N1_epochs_mean,0.00014912533779271492
h5__sleep_epochs_min,0.0001490439967245324
h5__eeg4_hjorth_mobility_median_median,0.00014899636863521793
h5__N3_percentage_max,0.0001487949346405227
h5__eeg1_delta_relative_power_median_min,0.00014872893343571906
h5__eeg3_delta_beta_ratio_median_max,0.00014855336737174812
h5__eeg3_theta_power_std_mean,0.00014855336737174793
h5__eeg4_delta_relative_power_mean_max,0.0001485148514851484
h5__eeg4_theta_power_std_std,0.00014809126810004278
h5__eeg2_theta_power_median_mean,0.0001473731942734987
h5__eeg4_theta_relative_power_median_median,0.00014611362681681128
h5__eeg2_hjorth_mobility_mean_median,0.00014573991031390185
h5__eeg3_sigma_power_std_min,0.00014558115999068215
h5__eeg3_iqr_median_median,0.00014468494468494546
h5__eeg1_beta_power_std_max,0.00014439324116743808
h5__eeg1_kurtosis_std_mean,0.00014436710492395048
report__respiration_rate_wake_max,0.0001441319496666156
h5__eeg3_theta_alpha_ratio_median_min,0.00014386104481569858
report__n3_latency_aasm_std,0.00014332514332514342
h5__eeg3_beta_relative_power_median_mean,0.00014214682655747267
h5__eeg4_theta_alpha_ratio_median_mean,0.0001419234360410831
h5__eeg3_beta_relative_power_std_max,0.0001415662650602408
h5__eeg3_beta_relative_power_median_std,0.00014082327452800977
h5__eeg2_kurtosis_mean_mean,0.00013983371126228286
h5__eeg4_hjorth_mobility_median_min,0.00013888888888888924
h5__eeg1_hjorth_mobility_std_min,0.00013756936398560808
h5__eeg1_beta_relative_power_median_std,0.0001375000000000003
report__confidence_wake_duration_std,0.00013742690058479514
h5__eeg3_delta_beta_ratio_median_min,0.0001367073880162889
report__confidence_rem_latency_aasm_max,0.00013623777542123305
h5__eeg2_beta_power_median_mean,0.0001357032621999899
h5__eeg3_theta_alpha_ratio_std_max,0.0001350309597523207
h5__eeg4_hjorth_complexity_median_median,0.00013493836618348856
h5__eeg3_sigma_power_mean_min,0.00013434343434343439
h5__eeg4_theta_relative_power_mean_min,0.00013369767602234355
report__confidence_tst_min,0.00013368983957219246
h5__eeg2_hjorth_mobility_median_mean,0.00013321995464852702
h5__eeg1_std_mean_std,0.00013284571142785346
report__confidence_rem_duration_std,0.00013274336283185888
h5__eeg3_zero_crossings_mean_min,0.00013274336283185804
h5__eeg1_zero_crossings_mean_max,0.000131578947368423
h5__eeg4_delta_power_std_median,0.0001315789473684213
h5__eeg4_total_power_0p5_30_mean_median,0.0001315789473684209
h5__eeg2_total_power_0p5_30_std_std,0.00013117283950617403
h5__eeg2_beta_relative_power_std_mean,0.00013053323346615185
h5__eeg3_delta_relative_power_median_std,0.00012974465148378217
h5__eeg4_alpha_relative_power_std_std,0.00012868342795350094
report__confidence_rem_duration_min,0.00012820512820512837
report__rem_latency_std,0.00012820512820512837
report__n2_duration_min,0.0001282051282051277
h5__eeg2_delta_relative_power_std_min,0.00012711988304093554
h5__eeg3_alpha_relative_power_mean_std,0.000126489811610919
h5__eeg1_alpha_relative_power_std_median,0.00012585365853658593
h5__eeg4_sigma_relative_power_median_std,0.00012544802867383559
report__nr_of_shifts_max,0.00012499999999999984
h5__eeg2_delta_power_mean_mean,0.0001242566387177992
h5__eeg4_beta_relative_power_median_std,0.00012195121951219512
h5__eeg4_theta_relative_power_std_min,0.00012188782489739973
h5__eeg2_beta_power_std_mean,0.00012184932460660068
h5__eeg3_delta_sigma_ratio_median_mean,0.00012123015873015844
report__respiration_rate_wake_std,0.00011851851851851861
h5__eeg3_total_power_0p5_30_median_median,0.00011848490577929037
h5__eeg3_theta_power_mean_mean,0.00011777301927194739
report__nr_of_shifts_min,0.00011732081885096663
h5__eeg1_sigma_power_mean_mean,0.00011693242217160183
h5__eeg4_sigma_relative_power_mean_std,0.0001164337990685296
h5__eeg4_kurtosis_median_max,0.00011526479750778824
h5__eeg4_beta_relative_power_std_mean,0.00011450381679389375
h5__eeg1_sigma_relative_power_mean_mean,0.00011426319936958226
h5__eeg1_delta_power_median_mean,0.00011363636363636418
h5__eeg3_delta_power_median_max,0.00011290322580645161
h5__eeg4_sigma_power_median_mean,0.00011230171728042655
h5__eeg2_beta_relative_power_std_max,0.00011113397818481155
h5__eeg3_alpha_power_mean_min,0.00011111111111111101
h5__eeg3_delta_sigma_ratio_mean_std,0.000111111111111111
h5__eeg3_sigma_power_std_mean,0.0001106069200226884
h5__eeg4_sigma_power_std_max,0.00011021712774165033
h5__eeg1_theta_relative_power_median_std,0.00010878010878010889
report__confidence_nrem_percentage_min,0.00010856825612238599
h5__eeg3_std_median_max,0.0001084798638684061
h5__eeg2_delta_beta_ratio_mean_mean,0.00010638297872340431
h5__eeg4_alpha_power_std_mean,0.00010638297872340413
h5__eeg1_theta_alpha_ratio_mean_min,0.00010638297872340408
h5__eeg1_delta_sigma_ratio_std_median,0.00010531858873091029
h5__eeg1_theta_alpha_ratio_median_std,0.00010430839002267626
h5__eeg1_theta_power_median_median,0.00010367030283936516
h5__eeg4_delta_beta_ratio_mean_std,0.0001034758593021864
h5__eeg2_beta_relative_power_median_median,0.00010326252332066369
h5__eeg3_sigma_relative_power_std_max,0.00010020242914979818
h5__eeg3_kurtosis_std_mean,0.0001002024291497978
report__quality_index_F7_O1_std,9.759541835013594e-05
h5__eeg1_hjorth_complexity_median_median,9.671226301895855e-05
h5__eeg4_alpha_relative_power_mean_mean,9.547678720611071e-05
h5__eeg3_delta_relative_power_mean_min,9.157509157509148e-05
h5__eeg3_kurtosis_median_min,8.661634703777135e-05
h5__eeg4_delta_beta_ratio_mean_max,8.567931456548373e-05
h5__eeg4_hjorth_complexity_mean_max,8.299180327868823e-05
h5__eeg4_kurtosis_median_std,8.285796098952306e-05
h5__eeg4_theta_relative_power_median_max,8.199165175909359e-05
report__confidence_n1_percentage_min,8.070202329859e-05
h5__eeg2_theta_relative_power_std_std,7.686511397000652e-05
h5__eeg3_kurtosis_mean_median,7.654806241110078e-05
h5__eeg3_theta_alpha_ratio_std_median,7.512036330939335e-05
report__lrem4_max,7.386063493257162e-05
