feature,importance
h5__eeg3_beta_power_median_std,7.364598444442839e-05
h5__eeg3_std_median_mean,7.099391480730183e-05
h5__eeg3_iqr_median_min,7.028402846069526e-05
h5__eeg1_alpha_relative_power_median_min,7.023567972530051e-05
h5__eeg3_skew_median_min,6.551271997734178e-05
h5__eeg2_delta_relative_power_median_median,6.372062231049302e-05
report__confidence_n3_duration_mean,6.133977971973656e-05
h5__eeg2_beta_power_std_max,5.540277113951175e-05
report__awakenings_max,5.2278303236266544e-05
h5__eeg1_skew_mean_std,5.175038051750379e-05
report__rem_percentage_min,5.148833467417464e-05
h5__eeg3_beta_relative_power_median_max,5.105046829343352e-05
h5__N2_epochs_std,4.873294346978595e-05
h5__eeg1_zero_crossings_mean_median,4.8732943469785025e-05
h5__eeg4_std_std_std,4.824185248713578e-05
h5__eeg4_hjorth_mobility_std_median,4.7047716551423074e-05
report__n3_percentage_mean,4.481093005323746e-05
h5__eeg3_hjorth_mobility_mean_median,4.4810930053237115e-05
h5__eeg3_theta_power_std_min,4.4810930053236716e-05
h5__eeg1_delta_relative_power_median_std,4.354136429608267e-05
h5__eeg1_skew_std_mean,4.3541364296082126e-05
h5__eeg2_zero_crossings_std_min,4.3541364296081286e-05
report__n2_percentage_min,4.2988038389454914e-05
report__rem_latency_median,4.192450023522284e-05
report__respiration_rate_n1_median,4.1461721821946095e-05
report__rem_duration_std,4.1435678749115986e-05
h5__eeg4_sigma_power_median_min,3.7300328511846224e-05
h5__REM_epochs_std,3.34768053562884e-05
h5__eeg2_alpha_relative_power_std_mean,2.896282074970711e-05
h5__eeg4_skew_mean_mean,2.8673835125448075e-05
h5__eeg3_std_std_min,2.85714285714293e-05
h5__eeg1_total_power_0p5_30_median_min,2.8571428571428767e-05
report__confidence_nrem_duration_min,2.7316028195646312e-05
report__quality_index_F8_F7_max,2.707537591258543e-05
h5__eeg1_theta_power_median_max,2.707537591258542e-05
h5__eeg2_delta_beta_ratio_median_min,2.6528167368665728e-05
h5__eeg3_beta_relative_power_mean_mean,2.604166666666724e-05
h5__N2_percentage_min,2.586668195543524e-05
h5__eeg2_kurtosis_median_mean,2.5661375661374055e-05
h5__eeg4_beta_power_mean_mean,2.5596276905177112e-05
h5__eeg4_total_power_0p5_30_mean_max,2.545743834526659e-05
h5__eeg1_alpha_power_mean_mean,2.4486413179971786e-05
report__quality_index_F8_O2_std,2.448641317996883e-05
h5__eeg2_beta_power_std_std,2.434874583020207e-05
report__confidence_sol_aasm_max,2.4066985645932967e-05
h5__eeg3_skew_std_max,2.3569023569023544e-05
h5__eeg2_kurtosis_mean_std,2.3025558369790485e-05
h5__eeg4_theta_alpha_ratio_median_max,2.2880116959064874e-05
h5__eeg4_theta_relative_power_mean_median,2.288011695906348e-05
h5__eeg4_delta_beta_ratio_median_min,2.2048401490893394e-05
h5__eeg3_zero_crossings_median_max,2.2016984530924072e-05
h5__eeg2_alpha_relative_power_std_max,2.200220022002254e-05
h5__eeg1_delta_relative_power_mean_std,2.1842007454448512e-05
h5__eeg4_iqr_std_max,2.1241830065359376e-05
h5__eeg4_sigma_power_std_min,2.034883720930249e-05
h5__eeg2_theta_relative_power_mean_mean,1.974810804839146e-05
h5__eeg1_beta_relative_power_median_min,1.9748108048390057e-05
h5__eeg3_delta_beta_ratio_mean_min,1.9676961473518514e-05
h5__eeg4_sigma_relative_power_mean_mean,1.9270044139928634e-05
h5__eeg2_iqr_std_median,1.9047619047620506e-05
h5__eeg1_beta_relative_power_std_median,1.9047619047619354e-05
h5__eeg1_sigma_power_mean_std,1.9047619047619348e-05
h5__eeg2_sigma_relative_power_mean_mean,1.9047619047619337e-05
h5__eeg4_delta_relative_power_std_std,1.9047619047619066e-05
h5__eeg1_theta_power_median_mean,1.9047619047619056e-05
h5__eeg1_hjorth_complexity_std_max,1.9047619047619036e-05
h5__eeg2_delta_beta_ratio_std_mean,1.9047619047618535e-05
h5__eeg3_delta_power_median_min,1.8662072925639186e-05
h5__eeg4_sigma_relative_power_std_std,1.8662072925638715e-05
h5__eeg1_skew_std_min,1.8413597733710406e-05
h5__eeg1_beta_relative_power_mean_mean,1.8413597733709935e-05
h5__eeg4_beta_power_median_mean,1.757366293714496e-05
h5__eeg1_hjorth_complexity_median_max,1.7573662937144958e-05
h5__eeg3_beta_relative_power_mean_std,1.7573662937144107e-05
h5__eeg2_delta_power_mean_max,1.7482517482517496e-05
report__quality_index_F7_O2_max,1.7232903799525658e-05
h5__eeg4_sigma_relative_power_std_median,1.6975308641975983e-05
h5__eeg3_delta_power_mean_std,1.6975308641975705e-05
h5__eeg2_sigma_relative_power_mean_median,1.6975308641975702e-05
h5__eeg4_alpha_power_std_min,1.6975308641975515e-05
h5__eeg1_delta_power_median_median,1.697530864197518e-05
h5__eeg4_delta_relative_power_median_mean,1.6309887869522718e-05
h5__N2_epochs_min,1.562967554396671e-05
h5__eeg3_alpha_power_mean_mean,1.5514323324766917e-05
h5__eeg2_kurtosis_median_std,1.5514323324766626e-05
h5__eeg2_delta_beta_ratio_median_mean,1.536720120850504e-05
h5__eeg4_zero_crossings_mean_min,1.5301864045255586e-05
h5__eeg1_theta_alpha_ratio_median_mean,1.5217730607148513e-05
h5__eeg2_iqr_std_std,1.5015015015014944e-05
h5__eeg1_std_mean_mean,1.5015015015014937e-05
h5__eeg4_skew_mean_std,1.5015015015014935e-05
h5__eeg1_sigma_power_std_mean,1.4593698175787563e-05
report__confidence_lps_min,1.356024137229924e-05
report__n3_duration_min,1.356024137229699e-05
h5__eeg3_beta_power_std_std,1.3560241372296666e-05
h5__eeg1_zero_crossings_mean_std,1.3560241372296578e-05
h5__eeg4_hjorth_mobility_median_mean,1.3560241372296376e-05
h5__eeg3_zero_crossings_mean_std,1.337394646054415e-05
h5__eeg3_delta_power_median_mean,1.3157894736846704e-05
h5__N3_epochs_mean,1.315789473684221e-05
report__confidence_sleep_onset_median,1.3157894736842197e-05
h5__eeg3_delta_power_mean_min,1.3157894736842186e-05
report__confidence_n3_duration_min,1.3157894736841813e-05
h5__eeg3_delta_relative_power_mean_median,1.3144590495450483e-05
h5__eeg1_iqr_median_max,1.306839414276753e-05
h5__eeg4_beta_power_median_median,1.270878721859117e-05
report__confidence_n2_latency_aasm_max,1.1702206701838494e-05
h5__eeg3_theta_relative_power_median_max,1.1702206701835223e-05
h5__eeg4_beta_relative_power_median_mean,1.170220670183522e-05
h5__eeg1_sigma_relative_power_median_median,1.1702206701835213e-05
h5__eeg4_alpha_power_median_max,1.0748485440687982e-05
h5__eeg3_hjorth_mobility_std_mean,1.0270023823343251e-05
h5__eeg2_beta_relative_power_mean_std,9.931308449888383e-06
h5__eeg4_kurtosis_median_mean,9.931308449888383e-06
h5__eeg2_iqr_mean_max,9.931308449888383e-06
h5__eeg1_theta_relative_power_median_min,9.931308449888381e-06
h5__eeg1_theta_relative_power_mean_mean,9.931308449888376e-06
h5__eeg3_theta_alpha_ratio_median_median,9.72222222222218e-06
h5__eeg1_hjorth_mobility_mean_mean,9.72222222222218e-06
h5__eeg3_total_power_0p5_30_std_min,9.72222222222218e-06
h5__eeg2_skew_std_std,9.722222222221736e-06
report__confidence_n1_duration_std,8.508224617129997e-06
report__quality_index_F7_O1_median,8.238395631296219e-06
h5__eeg2_theta_relative_power_median_max,8.130081300813993e-06
h5__eeg2_hjorth_complexity_std_mean,8.130081300813236e-06
h5__eeg3_alpha_power_median_max,8.130081300813234e-06
h5__eeg4_skew_std_max,7.514761137949643e-06
h5__eeg1_delta_power_median_std,6.98602794411095e-06
report__quality_index_F8_O1_std,5.539727761950122e-06
h5__eeg1_total_power_0p5_30_std_std,5.167958656330236e-06
h5__eeg1_delta_beta_ratio_std_std,5.041000134426755e-06
h5__eeg2_hjorth_complexity_mean_mean,5.041000134426599e-06
h5__tst_minutes_from_hypnogram_max,3.787878787878601e-06
h5__eeg2_total_power_0p5_30_median_mean,4.938360452351153e-18
report__n1_percentage_std,3.988037970035095e-18
h5__eeg2_theta_relative_power_median_mean,3.623366760672915e-18
h5__eeg3_beta_power_median_max,3.525708253877178e-18
h5__eeg4_hjorth_complexity_std_max,3.4291120949917125e-18
h5__eeg1_skew_mean_min,3.3781457163758803e-18
h5__eeg4_alpha_relative_power_std_mean,3.2831924313750445e-18
h5__eeg1_alpha_relative_power_mean_median,3.1543836611816027e-18
h5__eeg3_sigma_relative_power_mean_mean,3.1381896186045392e-18
h5__eeg4_beta_relative_power_median_median,3.1048912628734773e-18
h5__eeg2_hjorth_mobility_mean_max,2.53850994279157e-18
h5__eeg4_hjorth_complexity_mean_mean,2.3373116307897993e-18
h5__wake_epochs_median,2.322877340212751e-18
h5__eeg4_theta_relative_power_std_mean,2.1158224680777914e-18
h5__eeg2_theta_relative_power_std_min,2.1028593328723538e-18
h5__eeg2_std_mean_median,2.0260291140624964e-18
h5__eeg2_delta_power_std_max,1.991097345479061e-18
h5__eeg3_delta_beta_ratio_mean_median,1.942890293094024e-18
report__average_respiration_rate_median,1.9313046324016124e-18
h5__eeg4_theta_power_median_std,1.9282820954015857e-18
h5__eeg4_delta_power_std_std,1.884295189016584e-18
report__confidence_sleep_onset_min,1.875376730785735e-18
h5__eeg4_delta_sigma_ratio_median_std,1.8308941107853436e-18
h5__eeg4_theta_relative_power_std_median,1.7082895944381115e-18
h5__eeg3_theta_power_std_median,1.555953402364121e-18
h5__eeg4_delta_beta_ratio_median_std,1.5278069100134453e-18
h5__eeg4_alpha_power_std_median,1.4630601072030474e-18
report__average_respiration_rate_mean,1.3115073616100425e-18
h5__eeg4_delta_power_median_max,1.1179329067406083e-18
h5__eeg4_beta_relative_power_mean_min,1.0731562836854808e-18
h5__eeg1_beta_power_mean_mean,1.0727154900094409e-18
h5__eeg3_sigma_relative_power_std_std,1.0485439677015371e-18
h5__eeg1_alpha_power_std_mean,9.917343100087276e-19
h5__eeg1_alpha_relative_power_median_std,9.901989138548687e-19
h5__REM_percentage_mean,9.0205620750794e-19
h5__eeg4_delta_beta_ratio_median_max,9.018848767942626e-19
h5__eeg2_zero_crossings_median_mean,8.92679323854011e-19
h5__eeg1_hjorth_complexity_std_mean,8.390364724602147e-19
h5__eeg3_delta_beta_ratio_std_mean,8.17703392919571e-19
h5__eeg1_kurtosis_mean_std,8.159139030071812e-19
h5__eeg2_sigma_power_std_std,8.148303520071707e-19
h5__eeg1_kurtosis_median_min,7.533656238527843e-19
h5__eeg3_delta_sigma_ratio_std_mean,7.403987333142088e-19
h5__eeg3_theta_relative_power_mean_min,7.401486830834373e-19
report__quality_index_F8_O1_mean,7.331559993043063e-19
h5__eeg3_delta_sigma_ratio_std_median,6.7513562308286425e-19
h5__eeg3_kurtosis_median_std,6.701956063286008e-19
h5__eeg4_theta_power_mean_median,6.634259537394228e-19
h5__eeg3_delta_power_mean_median,6.476300976980068e-19
h5__eeg2_iqr_std_min,5.87618042312864e-19
h5__eeg4_delta_sigma_ratio_mean_max,5.673613598549006e-19
h5__eeg1_beta_relative_power_median_median,5.656420830068548e-19
h5__eeg1_iqr_median_min,5.57483783732718e-19
h5__eeg3_theta_relative_power_std_median,5.551115123125778e-19
h5__eeg1_total_power_0p5_30_std_max,5.353674639950315e-19
h5__eeg2_theta_alpha_ratio_median_mean,5.24756577321255e-19
report__quality_index_F7_O1_min,5.206557881104072e-19
h5__eeg1_delta_beta_ratio_median_std,5.055426116873763e-19
h5__eeg4_alpha_relative_power_median_min,4.968590696624923e-19
h5__eeg3_total_power_0p5_30_mean_min,4.964316484317553e-19
h5__eeg4_alpha_power_median_mean,4.956352788505162e-19
h5__eeg2_total_power_0p5_30_std_mean,4.831526125683556e-19
h5__wake_epochs_min,4.8315261256835455e-19
report__tst_max,4.774684641851987e-19
h5__eeg3_beta_power_mean_median,4.771787108141497e-19
h5__eeg4_theta_alpha_ratio_std_max,4.77178710814149e-19
h5__eeg4_skew_std_std,4.757194954519186e-19
h5__eeg3_sigma_relative_power_median_mean,4.342107845228867e-19
h5__eeg4_theta_power_mean_max,4.328611748217808e-19
h5__eeg1_alpha_power_std_max,4.2829397119602576e-19
h5__N1_percentage_max,4.181653975528752e-19
h5__eeg1_zero_crossings_std_mean,4.1625455852042894e-19
h5__eeg2_iqr_mean_median,4.083313773686289e-19
h5__eeg4_theta_power_std_max,3.9958026877274766e-19
h5__eeg3_beta_power_std_max,3.9860090536889315e-19
h5__N1_percentage_std,3.9860090536889305e-19
report__proportion_scorable_and_on_head_mean,3.9860090536889296e-19
h5__eeg3_delta_relative_power_std_median,3.925431408496091e-19
h5__eeg1_sigma_relative_power_mean_min,3.9135361618036743e-19
h5__eeg3_sigma_power_median_max,3.9049184108280557e-19
h5__eeg4_beta_relative_power_mean_mean,3.825768530802896e-19
report__quality_index_F8_O2_max,3.7959831356669016e-19
h5__eeg4_sigma_power_std_median,3.7921862032981357e-19
h5__eeg1_std_median_median,3.74443274740475e-19
h5__eeg1_total_power_0p5_30_median_median,3.727177296955882e-19
report__rem_duration_median,3.727177296955881e-19
report__wake_duration_min,3.6793035232815206e-19
h5__eeg2_beta_relative_power_mean_min,3.640498755166213e-19
h5__eeg1_delta_sigma_ratio_median_max,3.6404987551662095e-19
report__respiration_rate_rem_median,3.3820682879784864e-19
h5__eeg3_sigma_relative_power_median_max,3.3537987202218275e-19
h5__eeg1_iqr_std_mean,3.346046649968951e-19
h5__eeg4_beta_relative_power_std_std,3.3449027023963036e-19
h5__eeg4_kurtosis_std_std,3.230220324028431e-19
report__record_quality_index_max,3.202566417187957e-19
h5__eeg3_alpha_relative_power_median_median,3.1817367169135607e-19
h5__eeg3_theta_relative_power_std_max,2.775557561562891e-19
h5__eeg3_hjorth_complexity_mean_std,2.0408511482080066e-19
h5__eeg3_hjorth_mobility_median_mean,1.9973361983528258e-19
report__confidence_sol_max,1.9524592054140264e-19
h5__eeg1_theta_alpha_ratio_mean_max,1.7052445149471374e-19
h5__eeg4_delta_power_mean_median,1.6653345369377344e-19
h5__eeg2_sigma_relative_power_mean_max,1.4141052075171373e-19
h5__eeg2_zero_crossings_mean_median,1.2505259343305332e-19
h5__eeg4_iqr_median_mean,1.0707349279900627e-19
h5__eeg2_alpha_relative_power_median_median,7.322277290335155e-20
h5__eeg4_delta_relative_power_median_max,0.0
h5__eeg3_theta_power_median_max,0.0
h5__eeg4_total_power_0p5_30_std_max,0.0
h5__eeg3_delta_relative_power_median_max,0.0
h5__eeg4_mean_median_min,0.0
h5__eeg4_total_power_0p5_30_median_max,0.0
h5__eeg4_delta_power_std_max,0.0
h5__eeg3_beta_power_median_min,0.0
h5__eeg3_total_power_0p5_30_mean_max,0.0
h5__eeg3_hjorth_complexity_std_max,0.0
h5__eeg3_delta_sigma_ratio_std_min,0.0
h5__eeg3_beta_power_std_min,0.0
h5__eeg3_hjorth_mobility_median_max,0.0
h5__eeg3_zero_crossings_mean_max,0.0
h5__eeg3_kurtosis_median_max,0.0
h5__eeg4_sigma_relative_power_std_max,0.0
h5__eeg3_sigma_relative_power_mean_min,0.0
h5__eeg4_theta_alpha_ratio_mean_max,0.0
h5__eeg3_iqr_mean_max,0.0
h5__eeg3_theta_relative_power_mean_max,0.0
h5__eeg4_mean_std_min,0.0
h5__eeg4_mean_mean_min,0.0
h5__eeg3_beta_relative_power_std_min,0.0
h5__eeg3_delta_sigma_ratio_std_max,0.0
h5__eeg3_delta_sigma_ratio_median_max,0.0
h5__eeg4_mean_mean_max,0.0
h5__eeg4_mean_std_max,0.0
h5__eeg3_sigma_relative_power_mean_max,0.0
h5__eeg4_mean_median_max,0.0
h5__eeg4_std_mean_max,0.0
h5__eeg3_sigma_power_std_max,0.0
h5__eeg3_sigma_power_mean_max,0.0
h5__eeg4_std_median_max,0.0
h5__eeg3_mean_median_max,0.0
h5__eeg3_beta_relative_power_median_min,0.0
h5__eeg3_alpha_relative_power_mean_max,0.0
h5__eeg4_skew_mean_max,0.0
h5__eeg4_kurtosis_mean_max,0.0
h5__eeg4_hjorth_mobility_std_max,0.0
h5__eeg4_hjorth_complexity_median_max,0.0
h5__eeg4_iqr_median_max,0.0
h5__eeg4_alpha_relative_power_std_min,0.0
h5__eeg3_mean_std_max,0.0
h5__eeg3_mean_mean_max,0.0
h5__eeg1_hjorth_mobility_median_max,0.0
h5__eeg1_hjorth_complexity_mean_max,0.0
h5__eeg1_total_power_0p5_30_mean_max,0.0
h5__eeg4_delta_relative_power_std_min,0.0
h5__eeg1_delta_power_std_max,0.0
h5__eeg1_delta_relative_power_mean_max,0.0
h5__eeg1_delta_relative_power_std_max,0.0
h5__eeg1_delta_relative_power_median_max,0.0
h5__eeg1_theta_power_mean_max,0.0
h5__eeg1_theta_power_std_max,0.0
h5__eeg1_alpha_relative_power_std_max,0.0
h5__eeg1_sigma_power_mean_max,0.0
h5__eeg1_sigma_power_std_max,0.0
h5__eeg1_sigma_relative_power_mean_max,0.0
h5__eeg1_sigma_relative_power_median_max,0.0
h5__eeg1_beta_power_median_max,0.0
h5__eeg1_beta_relative_power_mean_max,0.0
h5__eeg1_hjorth_mobility_std_max,0.0
h5__eeg1_zero_crossings_median_max,0.0
h5__eeg1_zero_crossings_std_max,0.0
h5__sleep_epochs_max,0.0
h5__eeg4_alpha_relative_power_mean_min,0.0
h5__eeg4_sigma_relative_power_median_min,0.0
h5__eeg4_beta_power_std_min,0.0
h5__eeg4_alpha_power_median_min,0.0
h5__eeg4_beta_relative_power_std_min,0.0
h5__eeg4_beta_relative_power_median_min,0.0
h5__n_epochs_max,0.0
h5__N3_epochs_max,0.0
h5__eeg1_kurtosis_std_max,0.0
h5__REM_epochs_max,0.0
h5__eeg1_mean_mean_max,0.0
h5__eeg1_mean_std_max,0.0
h5__eeg1_mean_median_max,0.0
h5__eeg1_std_std_max,0.0
h5__eeg1_std_median_max,0.0
h5__eeg1_skew_mean_max,0.0
h5__eeg1_theta_alpha_ratio_median_max,0.0
h5__eeg1_delta_beta_ratio_mean_max,0.0
h5__eeg1_delta_beta_ratio_median_max,0.0
h5__eeg2_beta_relative_power_mean_max,0.0
h5__eeg2_theta_power_std_max,0.0
h5__eeg2_theta_relative_power_mean_max,0.0
h5__eeg2_alpha_power_mean_max,0.0
h5__eeg2_alpha_power_std_max,0.0
h5__eeg2_alpha_relative_power_median_max,0.0
h5__eeg2_sigma_power_median_max,0.0
h5__eeg2_beta_power_median_max,0.0
h5__eeg2_theta_alpha_ratio_mean_max,0.0
h5__eeg2_delta_relative_power_mean_max,0.0
h5__eeg2_theta_alpha_ratio_median_max,0.0
h5__eeg2_delta_beta_ratio_mean_max,0.0
h5__eeg2_delta_beta_ratio_std_max,0.0
h5__eeg2_delta_beta_ratio_median_max,0.0
h5__eeg2_delta_sigma_ratio_mean_max,0.0
h5__eeg2_delta_sigma_ratio_std_max,0.0
h5__eeg2_delta_sigma_ratio_median_max,0.0
h5__eeg2_delta_relative_power_std_max,0.0
h5__eeg2_delta_power_median_max,0.0
h5__eeg2_mean_mean_max,0.0
h5__eeg2_kurtosis_mean_max,0.0
h5__eeg2_mean_std_max,0.0
h5__eeg2_mean_median_max,0.0
h5__eeg4_hjorth_mobility_std_min,0.0
h5__eeg4_hjorth_mobility_mean_min,0.0
h5__eeg2_std_mean_max,0.0
h5__eeg2_skew_mean_max,0.0
h5__eeg4_zero_crossings_median_min,0.0
h5__eeg2_zero_crossings_mean_max,0.0
h5__eeg4_kurtosis_std_min,0.0
h5__eeg2_zero_crossings_std_max,0.0
h5__eeg4_zero_crossings_std_min,0.0
h5__eeg2_hjorth_mobility_std_max,0.0
h5__eeg2_hjorth_complexity_mean_max,0.0
h5__eeg2_hjorth_complexity_median_max,0.0
h5__eeg2_total_power_0p5_30_std_max,0.0
h5__eeg2_total_power_0p5_30_median_max,0.0
h5__eeg2_delta_relative_power_median_max,0.0
h5__eeg4_theta_power_median_median,0.0
h5__eeg3_alpha_relative_power_std_min,0.0
h5__eeg3_total_power_0p5_30_std_mean,0.0
h5__eeg3_theta_power_median_mean,0.0
h5__eeg3_alpha_power_std_mean,0.0
h5__eeg3_alpha_relative_power_median_mean,0.0
h5__eeg3_sigma_power_median_mean,0.0
h5__eeg3_sigma_relative_power_std_mean,0.0
h5__eeg3_beta_power_median_mean,0.0
h5__eeg3_beta_relative_power_std_mean,0.0
h5__eeg3_theta_alpha_ratio_std_mean,0.0
h5__eeg3_delta_sigma_ratio_mean_mean,0.0
h5__eeg4_mean_mean_mean,0.0
h5__eeg4_mean_std_mean,0.0
h5__eeg4_mean_median_mean,0.0
h5__eeg4_std_mean_mean,0.0
h5__eeg4_iqr_mean_mean,0.0
h5__eeg4_skew_median_mean,0.0
h5__eeg4_zero_crossings_mean_mean,0.0
h5__eeg4_hjorth_mobility_std_mean,0.0
h5__eeg4_hjorth_complexity_median_mean,0.0
h5__eeg4_total_power_0p5_30_std_mean,0.0
h5__eeg3_delta_relative_power_median_mean,0.0
h5__eeg3_total_power_0p5_30_mean_mean,0.0
h5__eeg2_total_power_0p5_30_mean_mean,0.0
h5__eeg3_hjorth_complexity_std_mean,0.0
h5__eeg2_delta_relative_power_median_mean,0.0
h5__eeg2_theta_power_std_mean,0.0
h5__eeg2_alpha_power_median_mean,0.0
h5__eeg2_alpha_relative_power_mean_mean,0.0
h5__eeg2_alpha_relative_power_median_mean,0.0
h5__eeg2_sigma_power_mean_mean,0.0
h5__eeg2_sigma_power_std_mean,0.0
h5__eeg2_sigma_relative_power_median_mean,0.0
h5__eeg2_beta_relative_power_median_mean,0.0
h5__eeg2_delta_sigma_ratio_std_mean,0.0
h5__eeg2_delta_sigma_ratio_median_mean,0.0
h5__eeg3_mean_mean_mean,0.0
h5__eeg3_mean_std_mean,0.0
h5__eeg3_mean_median_mean,0.0
h5__eeg3_std_std_mean,0.0
h5__eeg3_iqr_std_mean,0.0
h5__eeg3_iqr_median_mean,0.0
h5__eeg3_zero_crossings_mean_mean,0.0
h5__eeg3_zero_crossings_std_mean,0.0
h5__eeg4_total_power_0p5_30_median_mean,0.0
h5__eeg4_delta_power_std_mean,0.0
h5__eeg4_delta_power_median_mean,0.0
h5__eeg4_delta_relative_power_mean_mean,0.0
h5__eeg1_hjorth_mobility_mean_median,0.0
h5__eeg1_hjorth_mobility_std_median,0.0
h5__eeg1_hjorth_complexity_mean_median,0.0
h5__eeg1_total_power_0p5_30_mean_median,0.0
h5__eeg1_delta_relative_power_median_median,0.0
h5__eeg1_theta_power_std_median,0.0
h5__eeg1_theta_relative_power_mean_median,0.0
h5__eeg1_sigma_power_std_median,0.0
h5__eeg1_sigma_relative_power_std_median,0.0
h5__eeg1_beta_power_mean_median,0.0
h5__eeg1_theta_alpha_ratio_std_median,0.0
h5__eeg1_theta_alpha_ratio_median_median,0.0
h5__eeg1_delta_beta_ratio_median_median,0.0
h5__eeg2_mean_mean_median,0.0
h5__eeg2_mean_std_median,0.0
h5__eeg2_mean_median_median,0.0
h5__eeg2_skew_std_median,0.0
h5__eeg2_kurtosis_mean_median,0.0
h5__eeg2_kurtosis_std_median,0.0
h5__eeg1_zero_crossings_median_median,0.0
h5__eeg1_kurtosis_median_median,0.0
h5__eeg1_kurtosis_mean_median,0.0
h5__sleep_epochs_median,0.0
h5__eeg4_theta_power_std_mean,0.0
h5__eeg4_theta_power_median_mean,0.0
h5__eeg4_theta_relative_power_mean_mean,0.0
h5__eeg4_theta_relative_power_median_mean,0.0
h5__eeg4_alpha_relative_power_median_mean,0.0
h5__eeg4_sigma_power_mean_mean,0.0
h5__eeg4_beta_power_std_mean,0.0
h5__eeg4_delta_beta_ratio_median_mean,0.0
h5__tst_minutes_from_hypnogram_median,0.0
h5__eeg1_skew_median_median,0.0
h5__sleep_efficiency_epoch_ratio_median,0.0
h5__N1_epochs_median,0.0
h5__N3_epochs_median,0.0
h5__eeg1_mean_mean_median,0.0
h5__eeg1_mean_std_median,0.0
h5__eeg1_mean_median_median,0.0
h5__eeg1_iqr_std_median,0.0
h5__eeg1_iqr_median_median,0.0
h5__eeg2_delta_power_median_mean,0.0
h5__eeg2_hjorth_complexity_median_mean,0.0
h5__eeg2_hjorth_complexity_mean_median,0.0
report__confidence_n3_duration_std,0.0
report__confidence_tst_std,0.0
report__confidence_waso_aasm_std,0.0
report__micro_arousal_index_std,0.0
report__n1_duration_std,0.0
report__n2_duration_std,0.0
report__nrem_duration_std,0.0
report__proportion_off_head_std,0.0
report__quality_index_F8_F7_std,0.0
report__rem_percentage_std,0.0
report__tst_std,0.0
report__waso_std,0.0
report__confidence_last_sleep_min,0.0
report__confidence_nr_of_shifts_min,0.0
report__confidence_sol_min,0.0
report__confidence_waso_min,0.0
report__n1_duration_min,0.0
report__nrem_duration_min,0.0
report__nrem_percentage_min,0.0
report__proportion_off_head_min,0.0
report__confidence_n3_percentage_std,0.0
report__confidence_n2_duration_std,0.0
h5__eeg2_zero_crossings_std_mean,0.0
report__awakenings_std,0.0
report__confidence_last_sleep_mean,0.0
report__confidence_lrem4_mean,0.0
report__confidence_sleep_onset_mean,0.0
report__confidence_sol_mean,0.0
report__confidence_waso_aasm_mean,0.0
report__micro_arousal_index_mean,0.0
report__n3_latency_aasm_mean,0.0
report__nr_of_shifts_mean,0.0
report__record_duration_mean,0.0
report__respiration_rate_n1_mean,0.0
report__respiration_rate_n3_mean,0.0
report__respiration_rate_wake_mean,0.0
report__tst_mean,0.0
report__confidence_rem_latency_aasm_median,0.0
report__confidence_sol_median,0.0
report__lps_median,0.0
report__quality_index_F8_F7_median,0.0
report__quality_index_F8_O1_median,0.0
report__tst_median,0.0
report__quality_index_F7_O2_min,0.0
report__quality_index_F8_F7_min,0.0
report__quality_index_F8_O1_min,0.0
report__record_duration_min,0.0
h5__eeg1_std_median_mean,0.0
h5__eeg1_iqr_median_mean,0.0
h5__eeg1_hjorth_mobility_median_mean,0.0
h5__eeg1_hjorth_complexity_mean_mean,0.0
h5__eeg1_hjorth_complexity_median_mean,0.0
h5__eeg1_total_power_0p5_30_std_mean,0.0
h5__eeg1_theta_power_std_mean,0.0
h5__eeg1_theta_relative_power_std_mean,0.0
h5__eeg1_alpha_power_median_mean,0.0
h5__eeg1_sigma_power_median_mean,0.0
h5__eeg1_sigma_relative_power_std_mean,0.0
h5__eeg1_beta_power_std_mean,0.0
h5__eeg1_beta_relative_power_median_mean,0.0
h5__eeg2_mean_mean_mean,0.0
h5__eeg2_mean_std_mean,0.0
h5__eeg2_mean_median_mean,0.0
h5__eeg2_iqr_std_mean,0.0
h5__eeg2_kurtosis_std_mean,0.0
h5__eeg2_zero_crossings_mean_mean,0.0
h5__eeg1_std_std_mean,0.0
h5__eeg1_mean_median_mean,0.0
h5__eeg1_mean_std_mean,0.0
report__n3_percentage_max,0.0
report__rem_latency_min,0.0
report__respiration_rate_n2_min,0.0
report__respiration_rate_wake_min,0.0
report__tst_min,0.0
report__average_respiration_rate_max,0.0
report__confidence_lrem4_max,0.0
report__confidence_rem_latency_max,0.0
report__n1_percentage_max,0.0
report__proportion_scorable_and_on_head_max,0.0
h5__eeg1_mean_mean_mean,0.0
report__rem_duration_max,0.0
report__rem_latency_max,0.0
report__respiration_rate_n2_max,0.0
report__sleep_efficiency_max,0.0
report__waso_max,0.0
report__waso_aasm_max,0.0
h5__sleep_epochs_mean,0.0
h5__tst_minutes_from_hypnogram_mean,0.0
h5__eeg2_hjorth_mobility_median_median,0.0
h5__eeg2_hjorth_complexity_median_median,0.0
h5__eeg3_alpha_power_std_min,0.0
h5__eeg4_hjorth_complexity_std_std,0.0
h5__eeg4_theta_power_mean_std,0.0
h5__eeg4_theta_relative_power_mean_std,0.0
h5__eeg4_theta_relative_power_std_std,0.0
h5__eeg4_sigma_power_median_std,0.0
h5__eeg4_beta_power_std_std,0.0
h5__eeg4_theta_alpha_ratio_mean_std,0.0
