combined_features,output_dir,subjects,narcolepsy_subjects,other_hypersomnia_subjects,cv_folds,best_clean_feature_set,best_clean_model,best_clean_balanced_accuracy,best_clean_macro_f1,best_clean_roc_auc,best_clean_sensitivity,best_clean_specificity
dreem_nrev/outputs/feature_outputs/combined_subject_features.csv,final_results/outputs/model_audits,47,11,36,5,combined_h5_report_artifacts_removed,logistic_regression,0.6300505050505051,0.6258420085731782,0.6856060606060607,0.45454545454545453,0.8055555555555556
