common_features,output_dir,subjects,nrev_narcolepsy_subjects,ssp_control_subjects,cv_folds,feature_sets_tested,best_clean_feature_set,best_clean_model,best_clean_balanced_accuracy,best_clean_macro_f1,best_clean_roc_auc,best_clean_sensitivity,best_clean_specificity,age_only_roc_auc
simons_ssp/outputs/comparison_outputs/tables/narcolepsy_vs_simons_report_common_features.csv,final_results/outputs/model_audits,106,11,95,5,"{'original_common_report_features': 190, 'artifact_removed_report_features': 80, 'clean_sleep_architecture_features': 80, 'conservative_sleep_architecture_core': 80}",clean_sleep_architecture_features,logistic_regression,0.8933014354066986,0.8780768345985737,0.9779904306220095,0.8181818181818182,0.968421052631579,0.9909090909090909
