target,model,balanced_accuracy,macro_f1,sensitivity_NT2,specificity_all_other,roc_auc,features_after_qc,cv_splits
NT2_vs_all_other,linear_svm,0.4772727272727273,0.47191011235955055,0.0,0.9545454545454546,0.856060606060606,1730,3
NT2_vs_all_other,random_forest,0.4772727272727273,0.47191011235955055,0.0,0.9545454545454546,0.9242424242424242,1730,3
NT2_vs_all_other,logistic_regression,0.45454545454545453,0.45977011494252873,0.0,0.9090909090909091,0.8333333333333334,1730,3
