dataset,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,sensitivity_narcolepsy,specificity_not_positive,model,fold_id,roc_auc
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,logistic_regression,24,0.6428571428571428
report_only,0.7777777777777778,0.5,0.4375,0.6805555555555556,0.3888888888888889,0.5,0.0,1.0,logistic_regression,25,0.9285714285714286
report_only,0.7,0.4375,0.4117647058823529,0.6588235294117647,0.3888888888888889,0.4375,0.0,0.875,logistic_regression,26,0.625
report_only,0.8,0.6666666666666666,0.6875,0.7625,0.8888888888888888,0.6666666666666666,0.3333333333333333,1.0,logistic_regression,27,0.5714285714285714
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,logistic_regression,28,0.7857142857142857
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,logistic_regression,29,0.8571428571428572
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,logistic_regression,30,0.8571428571428572
report_only,0.5,0.3125,0.3333333333333333,0.5333333333333333,0.35714285714285715,0.3125,0.0,0.625,logistic_regression,31,0.625
report_only,0.8,0.6666666666666666,0.6875,0.7625,0.8888888888888888,0.6666666666666666,0.3333333333333333,1.0,logistic_regression,32,1.0
report_only,0.8888888888888888,0.75,0.8,0.874074074074074,0.9375,0.75,0.5,1.0,logistic_regression,33,0.9285714285714286
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,logistic_regression,34,0.8571428571428572
report_only,0.7777777777777778,0.8571428571428572,0.75,0.7962962962962963,0.75,0.8571428571428572,1.0,0.7142857142857143,logistic_regression,35,0.9285714285714286
report_only,0.6,0.5625,0.5238095238095238,0.6380952380952382,0.5416666666666667,0.5625,0.5,0.625,logistic_regression,36,0.375
report_only,0.8,0.6666666666666666,0.6875,0.7625,0.8888888888888888,0.6666666666666666,0.3333333333333333,1.0,logistic_regression,37,1.0
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,logistic_regression,38,0.7142857142857143
report_only,0.6666666666666666,0.7857142857142857,0.6493506493506493,0.6926406926406927,0.7,0.7857142857142857,1.0,0.5714285714285714,logistic_regression,39,1.0
report_only,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.0,0.7142857142857143,logistic_regression,40,0.7142857142857143
report_only,0.8,0.6875,0.6875,0.8,0.6875,0.6875,0.5,0.875,logistic_regression,41,0.875
report_only,0.8,0.6666666666666666,0.6875,0.7625,0.8888888888888888,0.6666666666666666,0.3333333333333333,1.0,logistic_regression,42,0.8095238095238095
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,logistic_regression,43,0.7142857142857143
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,logistic_regression,44,0.8571428571428572
report_only,0.4444444444444444,0.2857142857142857,0.3076923076923077,0.4786324786324787,0.3333333333333333,0.2857142857142857,0.0,0.5714285714285714,logistic_regression,45,0.5
report_only,0.7,0.625,0.6000000000000001,0.72,0.5952380952380952,0.625,0.5,0.75,logistic_regression,46,0.6875
report_only,0.7,0.6904761904761905,0.6703296703296704,0.7098901098901099,0.6666666666666667,0.6904761904761905,0.6666666666666666,0.7142857142857143,logistic_regression,47,0.7619047619047619
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,logistic_regression,48,0.7142857142857143
report_only,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.0,0.7142857142857143,logistic_regression,49,0.5
report_only,0.7777777777777778,0.8571428571428572,0.75,0.7962962962962963,0.75,0.8571428571428572,1.0,0.7142857142857143,logistic_regression,50,0.9285714285714286
report_only,0.7,0.625,0.6000000000000001,0.72,0.5952380952380952,0.625,0.5,0.75,linear_svm,1,0.8125
report_only,0.6,0.5238095238095238,0.5238095238095238,0.6,0.5238095238095238,0.5238095238095238,0.3333333333333333,0.7142857142857143,linear_svm,2,0.7619047619047619
report_only,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.0,0.7142857142857143,linear_svm,3,0.6428571428571428
report_only,0.7777777777777778,0.8571428571428572,0.75,0.7962962962962963,0.75,0.8571428571428572,1.0,0.7142857142857143,linear_svm,4,0.8571428571428572
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,linear_svm,5,0.5
report_only,0.8,0.6875,0.6875,0.8,0.6875,0.6875,0.5,0.875,linear_svm,6,0.8125
report_only,0.8,0.6666666666666666,0.6875,0.7625,0.8888888888888888,0.6666666666666666,0.3333333333333333,1.0,linear_svm,7,0.7619047619047619
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,linear_svm,8,0.7857142857142857
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,linear_svm,9,0.8571428571428572
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,linear_svm,10,0.7857142857142857
report_only,0.9,0.75,0.803921568627451,0.8862745098039216,0.9444444444444444,0.75,0.5,1.0,linear_svm,11,1.0
report_only,0.6,0.5238095238095238,0.5238095238095238,0.6,0.5238095238095238,0.5238095238095238,0.3333333333333333,0.7142857142857143,linear_svm,12,0.7142857142857142
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,linear_svm,13,0.5714285714285714
report_only,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.0,0.7142857142857143,linear_svm,14,0.2857142857142857
report_only,0.6666666666666666,0.42857142857142855,0.4,0.6222222222222222,0.375,0.42857142857142855,0.0,0.8571428571428571,linear_svm,15,0.4285714285714286
report_only,0.7,0.625,0.6000000000000001,0.72,0.5952380952380952,0.625,0.5,0.75,linear_svm,16,0.6875
report_only,0.4,0.2857142857142857,0.2857142857142857,0.4,0.2857142857142857,0.2857142857142857,0.0,0.5714285714285714,linear_svm,17,0.5714285714285714
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,linear_svm,18,0.7142857142857142
report_only,0.8888888888888888,0.75,0.8,0.874074074074074,0.9375,0.75,0.5,1.0,linear_svm,19,0.7857142857142857
report_only,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,linear_svm,20,1.0
report_only,0.7,0.625,0.6000000000000001,0.72,0.5952380952380952,0.625,0.5,0.75,linear_svm,21,0.625
report_only,0.5,0.5476190476190476,0.4949494949494949,0.5151515151515151,0.5416666666666666,0.5476190476190476,0.6666666666666666,0.42857142857142855,linear_svm,22,0.7619047619047619
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,linear_svm,23,0.7857142857142857
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,linear_svm,24,0.7857142857142857
report_only,0.7777777777777778,0.5,0.4375,0.6805555555555556,0.3888888888888889,0.5,0.0,1.0,linear_svm,25,0.7857142857142857
report_only,0.5,0.3125,0.3333333333333333,0.5333333333333333,0.35714285714285715,0.3125,0.0,0.625,linear_svm,26,0.4375
report_only,0.7,0.5952380952380952,0.6000000000000001,0.68,0.625,0.5952380952380952,0.3333333333333333,0.8571428571428571,linear_svm,27,0.6190476190476191
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,linear_svm,28,0.7857142857142857
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,linear_svm,29,0.5714285714285714
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,linear_svm,30,0.8571428571428572
report_only,0.5,0.3125,0.3333333333333333,0.5333333333333333,0.35714285714285715,0.3125,0.0,0.625,linear_svm,31,0.625
report_only,0.8,0.6666666666666666,0.6875,0.7625,0.8888888888888888,0.6666666666666666,0.3333333333333333,1.0,linear_svm,32,0.9047619047619049
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,linear_svm,33,0.9285714285714286
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,linear_svm,34,0.6428571428571428
report_only,0.7777777777777778,0.8571428571428572,0.75,0.7962962962962963,0.75,0.8571428571428572,1.0,0.7142857142857143,linear_svm,35,0.8571428571428572
report_only,0.5,0.5,0.45054945054945056,0.5494505494505495,0.5,0.5,0.5,0.5,linear_svm,36,0.375
report_only,0.8,0.6666666666666666,0.6875,0.7625,0.8888888888888888,0.6666666666666666,0.3333333333333333,1.0,linear_svm,37,1.0
report_only,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.0,0.7142857142857143,linear_svm,38,0.5714285714285714
report_only,0.8888888888888888,0.9285714285714286,0.8615384615384616,0.8957264957264957,0.8333333333333333,0.9285714285714286,1.0,0.8571428571428571,linear_svm,39,1.0
report_only,0.4444444444444444,0.2857142857142857,0.3076923076923077,0.4786324786324787,0.3333333333333333,0.2857142857142857,0.0,0.5714285714285714,linear_svm,40,0.5714285714285714
report_only,0.7,0.625,0.6000000000000001,0.72,0.5952380952380952,0.625,0.5,0.75,linear_svm,41,0.875
report_only,0.8,0.6666666666666666,0.6875,0.7625,0.8888888888888888,0.6666666666666666,0.3333333333333333,1.0,linear_svm,42,0.7619047619047619
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,linear_svm,43,0.5714285714285714
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,linear_svm,44,0.7142857142857143
report_only,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.0,0.7142857142857143,linear_svm,45,0.4285714285714286
report_only,0.7,0.625,0.6000000000000001,0.72,0.5952380952380952,0.625,0.5,0.75,linear_svm,46,0.6875
report_only,0.7,0.6904761904761905,0.6703296703296704,0.7098901098901099,0.6666666666666667,0.6904761904761905,0.6666666666666666,0.7142857142857143,linear_svm,47,0.7619047619047619
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,linear_svm,48,0.7142857142857143
report_only,0.4444444444444444,0.2857142857142857,0.3076923076923077,0.4786324786324787,0.3333333333333333,0.2857142857142857,0.0,0.5714285714285714,linear_svm,49,0.35714285714285715
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,linear_svm,50,0.7857142857142857
report_only,0.8,0.6875,0.6875,0.8,0.6875,0.6875,0.5,0.875,random_forest,1,0.6875
report_only,0.7,0.5952380952380952,0.6000000000000001,0.68,0.625,0.5952380952380952,0.3333333333333333,0.8571428571428571,random_forest,2,0.9047619047619049
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,random_forest,3,0.7142857142857142
report_only,0.8888888888888888,0.9285714285714286,0.8615384615384616,0.8957264957264957,0.8333333333333333,0.9285714285714286,1.0,0.8571428571428571,random_forest,4,1.0
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,random_forest,5,0.8571428571428572
report_only,0.9,0.9375,0.8666666666666667,0.9066666666666666,0.8333333333333333,0.9375,1.0,0.875,random_forest,6,0.9375
report_only,0.6,0.5238095238095238,0.5238095238095238,0.6,0.5238095238095238,0.5238095238095238,0.3333333333333333,0.7142857142857143,random_forest,7,0.6666666666666666
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,random_forest,8,0.8571428571428572
report_only,0.8888888888888888,0.75,0.8,0.874074074074074,0.9375,0.75,0.5,1.0,random_forest,9,1.0
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,random_forest,10,0.8571428571428572
report_only,0.9,0.9375,0.8666666666666667,0.9066666666666666,0.8333333333333333,0.9375,1.0,0.875,random_forest,11,0.9375
report_only,0.8,0.7619047619047619,0.7619047619047619,0.8,0.7619047619047619,0.7619047619047619,0.6666666666666666,0.8571428571428571,random_forest,12,0.7619047619047619
report_only,0.4444444444444444,0.4642857142857143,0.41558441558441556,0.48773448773448774,0.475,0.4642857142857143,0.5,0.42857142857142855,random_forest,13,0.6428571428571429
report_only,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.0,0.7142857142857143,random_forest,14,0.7142857142857143
report_only,0.6666666666666666,0.42857142857142855,0.4,0.6222222222222222,0.375,0.42857142857142855,0.0,0.8571428571428571,random_forest,15,0.7142857142857142
report_only,0.7,0.625,0.6000000000000001,0.72,0.5952380952380952,0.625,0.5,0.75,random_forest,16,0.625
report_only,0.5,0.35714285714285715,0.3333333333333333,0.4666666666666666,0.3125,0.35714285714285715,0.0,0.7142857142857143,random_forest,17,0.5714285714285714
report_only,0.8888888888888888,0.75,0.8,0.874074074074074,0.9375,0.75,0.5,1.0,random_forest,18,1.0
report_only,0.8888888888888888,0.75,0.8,0.874074074074074,0.9375,0.75,0.5,1.0,random_forest,19,1.0
report_only,0.6666666666666666,0.7857142857142857,0.6493506493506493,0.6926406926406927,0.7,0.7857142857142857,1.0,0.5714285714285714,random_forest,20,0.8571428571428572
report_only,0.8,0.875,0.7619047619047619,0.819047619047619,0.75,0.875,1.0,0.75,random_forest,21,0.875
report_only,0.7,0.6904761904761905,0.6703296703296704,0.7098901098901099,0.6666666666666667,0.6904761904761905,0.6666666666666666,0.7142857142857143,random_forest,22,0.7619047619047619
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,random_forest,23,0.5714285714285714
report_only,0.8888888888888888,0.75,0.8,0.874074074074074,0.9375,0.75,0.5,1.0,random_forest,24,0.9285714285714286
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,random_forest,25,0.8571428571428572
report_only,0.8,0.875,0.7619047619047619,0.819047619047619,0.75,0.875,1.0,0.75,random_forest,26,0.75
report_only,0.8,0.6666666666666666,0.6875,0.7625,0.8888888888888888,0.6666666666666666,0.3333333333333333,1.0,random_forest,27,0.8095238095238095
report_only,0.4444444444444444,0.2857142857142857,0.3076923076923077,0.4786324786324787,0.3333333333333333,0.2857142857142857,0.0,0.5714285714285714,random_forest,28,0.5
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,random_forest,29,0.9285714285714286
report_only,0.8888888888888888,0.9285714285714286,0.8615384615384616,0.8957264957264957,0.8333333333333333,0.9285714285714286,1.0,0.8571428571428571,random_forest,30,0.8571428571428572
report_only,0.6,0.375,0.375,0.6,0.375,0.375,0.0,0.75,random_forest,31,0.625
report_only,0.8,0.7619047619047619,0.7619047619047619,0.8,0.7619047619047619,0.7619047619047619,0.6666666666666666,0.8571428571428571,random_forest,32,0.9523809523809524
report_only,0.8888888888888888,0.75,0.8,0.874074074074074,0.9375,0.75,0.5,1.0,random_forest,33,1.0
report_only,0.7777777777777778,0.8571428571428572,0.75,0.7962962962962963,0.75,0.8571428571428572,1.0,0.7142857142857143,random_forest,34,0.8571428571428572
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,random_forest,35,0.8571428571428572
report_only,0.7,0.625,0.6000000000000001,0.72,0.5952380952380952,0.625,0.5,0.75,random_forest,36,0.5
report_only,0.8,0.6666666666666666,0.6875,0.7625,0.8888888888888888,0.6666666666666666,0.3333333333333333,1.0,random_forest,37,1.0
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,random_forest,38,0.7857142857142857
report_only,0.7777777777777778,0.8571428571428572,0.75,0.7962962962962963,0.75,0.8571428571428572,1.0,0.7142857142857143,random_forest,39,0.8571428571428572
report_only,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.0,0.7142857142857143,random_forest,40,0.6428571428571428
report_only,0.8,0.6875,0.6875,0.8,0.6875,0.6875,0.5,0.875,random_forest,41,0.9375
report_only,0.9,0.8333333333333333,0.8666666666666667,0.8933333333333333,0.9375,0.8333333333333333,0.6666666666666666,1.0,random_forest,42,0.8095238095238095
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,random_forest,43,0.9285714285714286
report_only,0.8888888888888888,0.9285714285714286,0.8615384615384616,0.8957264957264957,0.8333333333333333,0.9285714285714286,1.0,0.8571428571428571,random_forest,44,1.0
report_only,0.5555555555555556,0.5357142857142857,0.5,0.5925925925925926,0.525,0.5357142857142857,0.5,0.5714285714285714,random_forest,45,0.5714285714285714
report_only,0.6,0.5625,0.5238095238095238,0.6380952380952382,0.5416666666666667,0.5625,0.5,0.625,random_forest,46,0.8125
report_only,0.6,0.6190476190476191,0.5833333333333333,0.6166666666666666,0.6000000000000001,0.6190476190476191,0.6666666666666666,0.5714285714285714,random_forest,47,0.8095238095238095
report_only,0.7777777777777778,0.8571428571428572,0.75,0.7962962962962963,0.75,0.8571428571428572,1.0,0.7142857142857143,random_forest,48,0.7142857142857143
report_only,0.6666666666666666,0.42857142857142855,0.4,0.6222222222222222,0.375,0.42857142857142855,0.0,0.8571428571428571,random_forest,49,0.7857142857142857
report_only,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,random_forest,50,1.0
report_only,0.5,0.3125,0.3333333333333333,0.5333333333333333,0.35714285714285715,0.3125,0.0,0.625,gradient_boosting,1,0.3125
report_only,0.8,0.6666666666666666,0.6875,0.7625,0.8888888888888888,0.6666666666666666,0.3333333333333333,1.0,gradient_boosting,2,0.6666666666666666
report_only,0.7777777777777778,0.5,0.4375,0.6805555555555556,0.3888888888888889,0.5,0.0,1.0,gradient_boosting,3,0.35714285714285715
report_only,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,gradient_boosting,4,1.0
report_only,0.7777777777777778,0.5,0.4375,0.6805555555555556,0.3888888888888889,0.5,0.0,1.0,gradient_boosting,5,0.2142857142857143
report_only,0.8,0.6875,0.6875,0.8,0.6875,0.6875,0.5,0.875,gradient_boosting,6,0.65625
report_only,0.6,0.5238095238095238,0.5238095238095238,0.6,0.5238095238095238,0.5238095238095238,0.3333333333333333,0.7142857142857143,gradient_boosting,7,0.5238095238095238
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,gradient_boosting,8,0.7142857142857143
report_only,0.8888888888888888,0.75,0.8,0.874074074074074,0.9375,0.75,0.5,1.0,gradient_boosting,9,0.75
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,gradient_boosting,10,0.6071428571428571
report_only,0.9,0.75,0.803921568627451,0.8862745098039216,0.9444444444444444,0.75,0.5,1.0,gradient_boosting,11,1.0
report_only,0.7,0.5952380952380952,0.6000000000000001,0.68,0.625,0.5952380952380952,0.3333333333333333,0.8571428571428571,gradient_boosting,12,0.6190476190476191
report_only,0.6666666666666666,0.6071428571428572,0.5846153846153846,0.6871794871794872,0.5833333333333334,0.6071428571428572,0.5,0.7142857142857143,gradient_boosting,13,0.7142857142857143
report_only,0.6666666666666666,0.42857142857142855,0.4,0.6222222222222222,0.375,0.42857142857142855,0.0,0.8571428571428571,gradient_boosting,14,0.10714285714285718
report_only,0.6666666666666666,0.42857142857142855,0.4,0.6222222222222222,0.375,0.42857142857142855,0.0,0.8571428571428571,gradient_boosting,15,0.3571428571428572
report_only,0.8,0.875,0.7619047619047619,0.819047619047619,0.75,0.875,1.0,0.75,gradient_boosting,16,1.0
report_only,0.7,0.6904761904761905,0.6703296703296704,0.7098901098901099,0.6666666666666667,0.6904761904761905,0.6666666666666666,0.7142857142857143,gradient_boosting,17,0.7142857142857143
report_only,0.8888888888888888,0.75,0.8,0.874074074074074,0.9375,0.75,0.5,1.0,gradient_boosting,18,0.75
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,gradient_boosting,19,0.7142857142857143
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,gradient_boosting,20,0.7499999999999999
report_only,0.6,0.5625,0.5238095238095238,0.6380952380952382,0.5416666666666667,0.5625,0.5,0.625,gradient_boosting,21,0.59375
report_only,0.7,0.6904761904761905,0.6703296703296704,0.7098901098901099,0.6666666666666667,0.6904761904761905,0.6666666666666666,0.7142857142857143,gradient_boosting,22,0.8095238095238095
report_only,0.8888888888888888,0.75,0.8,0.874074074074074,0.9375,0.75,0.5,1.0,gradient_boosting,23,0.75
report_only,0.8888888888888888,0.9285714285714286,0.8615384615384616,0.8957264957264957,0.8333333333333333,0.9285714285714286,1.0,0.8571428571428571,gradient_boosting,24,0.9285714285714285
report_only,0.7777777777777778,0.5,0.4375,0.6805555555555556,0.3888888888888889,0.5,0.0,1.0,gradient_boosting,25,0.4285714285714286
report_only,0.6,0.5625,0.5238095238095238,0.6380952380952382,0.5416666666666667,0.5625,0.5,0.625,gradient_boosting,26,0.65625
report_only,0.4,0.38095238095238093,0.375,0.425,0.4,0.38095238095238093,0.3333333333333333,0.42857142857142855,gradient_boosting,27,0.42857142857142855
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,gradient_boosting,28,0.6428571428571428
report_only,0.8888888888888888,0.75,0.8,0.874074074074074,0.9375,0.75,0.5,1.0,gradient_boosting,29,0.75
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,gradient_boosting,30,0.7142857142857143
report_only,0.7,0.4375,0.4117647058823529,0.6588235294117647,0.3888888888888889,0.4375,0.0,0.875,gradient_boosting,31,0.375
