feature
median_4ch_alpha_power_mean_max
median_4ch_alpha_power_mean_mean
median_4ch_alpha_power_mean_median
median_4ch_alpha_power_mean_min
median_4ch_alpha_power_mean_std
median_4ch_alpha_power_median_max
median_4ch_alpha_power_median_mean
median_4ch_alpha_power_median_median
median_4ch_alpha_power_median_min
median_4ch_alpha_power_median_std
median_4ch_alpha_power_std_max
median_4ch_alpha_power_std_mean
median_4ch_alpha_power_std_median
median_4ch_alpha_power_std_min
median_4ch_alpha_power_std_std
median_4ch_alpha_relative_power_mean_max
median_4ch_alpha_relative_power_mean_mean
median_4ch_alpha_relative_power_mean_median
median_4ch_alpha_relative_power_mean_min
median_4ch_alpha_relative_power_mean_std
median_4ch_alpha_relative_power_median_max
median_4ch_alpha_relative_power_median_mean
median_4ch_alpha_relative_power_median_median
median_4ch_alpha_relative_power_median_min
median_4ch_alpha_relative_power_median_std
median_4ch_alpha_relative_power_std_max
median_4ch_alpha_relative_power_std_mean
median_4ch_alpha_relative_power_std_median
median_4ch_alpha_relative_power_std_min
median_4ch_alpha_relative_power_std_std
median_4ch_beta_power_mean_max
median_4ch_beta_power_mean_mean
median_4ch_beta_power_mean_median
median_4ch_beta_power_mean_min
median_4ch_beta_power_mean_std
median_4ch_beta_power_median_max
median_4ch_beta_power_median_mean
median_4ch_beta_power_median_median
median_4ch_beta_power_median_min
median_4ch_beta_power_median_std
median_4ch_beta_power_std_max
median_4ch_beta_power_std_mean
median_4ch_beta_power_std_median
median_4ch_beta_power_std_min
median_4ch_beta_power_std_std
median_4ch_beta_relative_power_mean_max
median_4ch_beta_relative_power_mean_mean
median_4ch_beta_relative_power_mean_median
median_4ch_beta_relative_power_mean_min
median_4ch_beta_relative_power_mean_std
median_4ch_beta_relative_power_median_max
median_4ch_beta_relative_power_median_mean
median_4ch_beta_relative_power_median_median
median_4ch_beta_relative_power_median_min
median_4ch_beta_relative_power_median_std
median_4ch_beta_relative_power_std_max
median_4ch_beta_relative_power_std_mean
median_4ch_beta_relative_power_std_median
median_4ch_beta_relative_power_std_min
median_4ch_beta_relative_power_std_std
