balanced_accuracy,macro_f1,roc_auc,sensitivity,specificity,model
0.5669191919191919,0.5712280701754386,0.5858585858585859,0.2727272727272727,0.8611111111111112,logistic_regression
0.5252525252525253,0.5252525252525253,0.6767676767676768,0.2727272727272727,0.7777777777777778,random_forest
