feature
N2__eeg1_alpha_relative_power__mean
N3__eeg1_alpha_relative_power__mean
REM__eeg1_alpha_relative_power__mean
Wake__eeg1_alpha_relative_power__mean
N1__eeg1_sigma_power__mean
N2__eeg1_sigma_power__mean
N3__eeg1_sigma_power__mean
REM__eeg1_sigma_power__mean
Wake__eeg1_sigma_power__mean
N1__eeg1_sigma_relative_power__mean
N2__eeg1_sigma_relative_power__mean
N3__eeg1_sigma_relative_power__mean
REM__eeg1_sigma_relative_power__mean
Wake__eeg1_sigma_relative_power__mean
N1__eeg1_beta_power__mean
N2__eeg1_beta_power__mean
N3__eeg1_beta_power__mean
REM__eeg1_beta_power__mean
Wake__eeg1_beta_power__mean
N1__eeg1_beta_relative_power__mean
N2__eeg1_beta_relative_power__mean
N3__eeg1_beta_relative_power__mean
REM__eeg1_beta_relative_power__mean
Wake__eeg1_beta_relative_power__mean
N1__eeg1_theta_alpha_ratio__mean
N2__eeg1_theta_alpha_ratio__mean
N3__eeg1_theta_alpha_ratio__mean
REM__eeg1_theta_alpha_ratio__mean
Wake__eeg1_theta_alpha_ratio__mean
N1__eeg1_delta_beta_ratio__mean
N2__eeg1_delta_beta_ratio__mean
N3__eeg1_delta_beta_ratio__mean
REM__eeg1_delta_beta_ratio__mean
Wake__eeg1_delta_beta_ratio__mean
N1__eeg1_delta_sigma_ratio__mean
N2__eeg1_delta_sigma_ratio__mean
N3__eeg1_delta_sigma_ratio__mean
REM__eeg1_delta_sigma_ratio__mean
Wake__eeg1_delta_sigma_ratio__mean
N1__eeg2_mean__mean
N2__eeg2_mean__mean
N3__eeg2_mean__mean
REM__eeg2_mean__mean
Wake__eeg2_mean__mean
N1__eeg2_std__mean
N2__eeg2_std__mean
N3__eeg2_std__mean
REM__eeg2_std__mean
Wake__eeg2_std__mean
N1__eeg2_iqr__mean
N2__eeg2_iqr__mean
N3__eeg2_iqr__mean
REM__eeg2_iqr__mean
Wake__eeg2_iqr__mean
N1__eeg2_skew__mean
N2__eeg2_skew__mean
N3__eeg2_skew__mean
REM__eeg2_skew__mean
Wake__eeg2_skew__mean
N1__eeg2_kurtosis__mean
N2__eeg2_kurtosis__mean
N3__eeg2_kurtosis__mean
REM__eeg2_kurtosis__mean
Wake__eeg2_kurtosis__mean
N1__eeg2_zero_crossings__mean
N2__eeg2_zero_crossings__mean
N3__eeg2_zero_crossings__mean
REM__eeg2_zero_crossings__mean
Wake__eeg2_zero_crossings__mean
N1__eeg2_hjorth_mobility__mean
N2__eeg2_hjorth_mobility__mean
N3__eeg2_hjorth_mobility__mean
REM__eeg2_hjorth_mobility__mean
Wake__eeg2_hjorth_mobility__mean
N1__eeg2_hjorth_complexity__mean
N2__eeg2_hjorth_complexity__mean
N3__eeg2_hjorth_complexity__mean
REM__eeg2_hjorth_complexity__mean
Wake__eeg2_hjorth_complexity__mean
N1__eeg2_total_power_0p5_30__mean
N2__eeg2_total_power_0p5_30__mean
N3__eeg2_total_power_0p5_30__mean
REM__eeg2_total_power_0p5_30__mean
Wake__eeg2_total_power_0p5_30__mean
N1__eeg2_delta_power__mean
N2__eeg2_delta_power__mean
N3__eeg2_delta_power__mean
REM__eeg2_delta_power__mean
Wake__eeg2_delta_power__mean
N1__eeg2_delta_relative_power__mean
N2__eeg2_delta_relative_power__mean
N3__eeg2_delta_relative_power__mean
REM__eeg2_delta_relative_power__mean
Wake__eeg2_delta_relative_power__mean
N1__eeg2_theta_power__mean
N2__eeg2_theta_power__mean
N3__eeg2_theta_power__mean
REM__eeg2_theta_power__mean
Wake__eeg2_theta_power__mean
N1__eeg2_theta_relative_power__mean
N2__eeg2_theta_relative_power__mean
N3__eeg2_theta_relative_power__mean
REM__eeg2_theta_relative_power__mean
Wake__eeg2_theta_relative_power__mean
N1__eeg2_alpha_power__mean
N2__eeg2_alpha_power__mean
N3__eeg2_alpha_power__mean
REM__eeg2_alpha_power__mean
Wake__eeg2_alpha_power__mean
N1__eeg2_alpha_relative_power__mean
N2__eeg2_alpha_relative_power__mean
N3__eeg2_alpha_relative_power__mean
REM__eeg2_alpha_relative_power__mean
Wake__eeg2_alpha_relative_power__mean
N1__eeg2_sigma_power__mean
N2__eeg2_sigma_power__mean
N3__eeg2_sigma_power__mean
REM__eeg2_sigma_power__mean
Wake__eeg2_sigma_power__mean
N1__eeg2_sigma_relative_power__mean
N2__eeg2_sigma_relative_power__mean
N3__eeg2_sigma_relative_power__mean
REM__eeg2_sigma_relative_power__mean
Wake__eeg2_sigma_relative_power__mean
N1__eeg2_beta_power__mean
N2__eeg2_beta_power__mean
N3__eeg2_beta_power__mean
REM__eeg2_beta_power__mean
Wake__eeg2_beta_power__mean
N1__eeg2_beta_relative_power__mean
N2__eeg2_beta_relative_power__mean
N3__eeg2_beta_relative_power__mean
REM__eeg2_beta_relative_power__mean
Wake__eeg2_beta_relative_power__mean
N1__eeg2_theta_alpha_ratio__mean
N2__eeg2_theta_alpha_ratio__mean
N3__eeg2_theta_alpha_ratio__mean
REM__eeg2_theta_alpha_ratio__mean
Wake__eeg2_theta_alpha_ratio__mean
N1__eeg2_delta_beta_ratio__mean
N2__eeg2_delta_beta_ratio__mean
N3__eeg2_delta_beta_ratio__mean
REM__eeg2_delta_beta_ratio__mean
Wake__eeg2_delta_beta_ratio__mean
N1__eeg2_delta_sigma_ratio__mean
N2__eeg2_delta_sigma_ratio__mean
N3__eeg2_delta_sigma_ratio__mean
REM__eeg2_delta_sigma_ratio__mean
Wake__eeg2_delta_sigma_ratio__mean
N1__eeg3_mean__mean
N2__eeg3_mean__mean
N3__eeg3_mean__mean
REM__eeg3_mean__mean
Wake__eeg3_mean__mean
N1__eeg3_std__mean
N2__eeg3_std__mean
N3__eeg3_std__mean
REM__eeg3_std__mean
Wake__eeg3_std__mean
N1__eeg3_iqr__mean
N2__eeg3_iqr__mean
N3__eeg3_iqr__mean
REM__eeg3_iqr__mean
Wake__eeg3_iqr__mean
N1__eeg3_skew__mean
N2__eeg3_skew__mean
N3__eeg3_skew__mean
REM__eeg3_skew__mean
Wake__eeg3_skew__mean
N1__eeg3_kurtosis__mean
N2__eeg3_kurtosis__mean
N3__eeg3_kurtosis__mean
REM__eeg3_kurtosis__mean
Wake__eeg3_kurtosis__mean
N1__eeg3_zero_crossings__mean
N2__eeg3_zero_crossings__mean
N3__eeg3_zero_crossings__mean
REM__eeg3_zero_crossings__mean
Wake__eeg3_zero_crossings__mean
N1__eeg3_hjorth_mobility__mean
N2__eeg3_hjorth_mobility__mean
N3__eeg3_hjorth_mobility__mean
REM__eeg3_hjorth_mobility__mean
Wake__eeg3_hjorth_mobility__mean
N1__eeg3_hjorth_complexity__mean
N2__eeg3_hjorth_complexity__mean
N3__eeg3_hjorth_complexity__mean
REM__eeg3_hjorth_complexity__mean
Wake__eeg3_hjorth_complexity__mean
N1__eeg3_total_power_0p5_30__mean
N2__eeg3_total_power_0p5_30__mean
N3__eeg3_total_power_0p5_30__mean
REM__eeg3_total_power_0p5_30__mean
Wake__eeg3_total_power_0p5_30__mean
N1__eeg3_delta_power__mean
N2__eeg3_delta_power__mean
N3__eeg3_delta_power__mean
REM__eeg3_delta_power__mean
Wake__eeg3_delta_power__mean
N1__eeg3_delta_relative_power__mean
N2__eeg3_delta_relative_power__mean
N3__eeg3_delta_relative_power__mean
REM__eeg3_delta_relative_power__mean
Wake__eeg3_delta_relative_power__mean
N1__eeg3_theta_power__mean
N2__eeg3_theta_power__mean
N3__eeg3_theta_power__mean
REM__eeg3_theta_power__mean
Wake__eeg3_theta_power__mean
N1__eeg3_theta_relative_power__mean
N2__eeg3_theta_relative_power__mean
N3__eeg3_theta_relative_power__mean
REM__eeg3_theta_relative_power__mean
Wake__eeg3_theta_relative_power__mean
N1__eeg3_alpha_power__mean
N2__eeg3_alpha_power__mean
N3__eeg3_alpha_power__mean
REM__eeg3_alpha_power__mean
Wake__eeg3_alpha_power__mean
N1__eeg3_alpha_relative_power__mean
N2__eeg3_alpha_relative_power__mean
N3__eeg3_alpha_relative_power__mean
REM__eeg3_alpha_relative_power__mean
Wake__eeg3_alpha_relative_power__mean
N1__eeg3_sigma_power__mean
N2__eeg3_sigma_power__mean
N3__eeg3_sigma_power__mean
REM__eeg3_sigma_power__mean
Wake__eeg3_sigma_power__mean
N1__eeg3_sigma_relative_power__mean
N2__eeg3_sigma_relative_power__mean
N3__eeg3_sigma_relative_power__mean
REM__eeg3_sigma_relative_power__mean
Wake__eeg3_sigma_relative_power__mean
N1__eeg3_beta_power__mean
N2__eeg3_beta_power__mean
N3__eeg3_beta_power__mean
REM__eeg3_beta_power__mean
Wake__eeg3_beta_power__mean
N1__eeg3_beta_relative_power__mean
N2__eeg3_beta_relative_power__mean
N3__eeg3_beta_relative_power__mean
REM__eeg3_beta_relative_power__mean
Wake__eeg3_beta_relative_power__mean
N1__eeg3_theta_alpha_ratio__mean
N2__eeg3_theta_alpha_ratio__mean
N3__eeg3_theta_alpha_ratio__mean
REM__eeg3_theta_alpha_ratio__mean
Wake__eeg3_theta_alpha_ratio__mean
N1__eeg3_delta_beta_ratio__mean
N2__eeg3_delta_beta_ratio__mean
N3__eeg3_delta_beta_ratio__mean
REM__eeg3_delta_beta_ratio__mean
Wake__eeg3_delta_beta_ratio__mean
N1__eeg3_delta_sigma_ratio__mean
N2__eeg3_delta_sigma_ratio__mean
N3__eeg3_delta_sigma_ratio__mean
REM__eeg3_delta_sigma_ratio__mean
Wake__eeg3_delta_sigma_ratio__mean
N1__eeg4_mean__mean
N2__eeg4_mean__mean
N3__eeg4_mean__mean
REM__eeg4_mean__mean
Wake__eeg4_mean__mean
N1__eeg4_std__mean
N2__eeg4_std__mean
N3__eeg4_std__mean
REM__eeg4_std__mean
Wake__eeg4_std__mean
N1__eeg4_iqr__mean
N2__eeg4_iqr__mean
N3__eeg4_iqr__mean
REM__eeg4_iqr__mean
Wake__eeg4_iqr__mean
N1__eeg4_skew__mean
N2__eeg4_skew__mean
N3__eeg4_skew__mean
REM__eeg4_skew__mean
Wake__eeg4_skew__mean
N1__eeg4_kurtosis__mean
N2__eeg4_kurtosis__mean
N3__eeg4_kurtosis__mean
REM__eeg4_kurtosis__mean
Wake__eeg4_kurtosis__mean
N1__eeg4_zero_crossings__mean
N2__eeg4_zero_crossings__mean
N3__eeg4_zero_crossings__mean
REM__eeg4_zero_crossings__mean
Wake__eeg4_zero_crossings__mean
N1__eeg4_hjorth_mobility__mean
N2__eeg4_hjorth_mobility__mean
N3__eeg4_hjorth_mobility__mean
REM__eeg4_hjorth_mobility__mean
Wake__eeg4_hjorth_mobility__mean
N1__eeg4_hjorth_complexity__mean
N2__eeg4_hjorth_complexity__mean
N3__eeg4_hjorth_complexity__mean
REM__eeg4_hjorth_complexity__mean
Wake__eeg4_hjorth_complexity__mean
N1__eeg4_total_power_0p5_30__mean
N2__eeg4_total_power_0p5_30__mean
N3__eeg4_total_power_0p5_30__mean
REM__eeg4_total_power_0p5_30__mean
Wake__eeg4_total_power_0p5_30__mean
N1__eeg4_delta_power__mean
N2__eeg4_delta_power__mean
N3__eeg4_delta_power__mean
REM__eeg4_delta_power__mean
Wake__eeg4_delta_power__mean
N1__eeg4_delta_relative_power__mean
N2__eeg4_delta_relative_power__mean
N3__eeg4_delta_relative_power__mean
REM__eeg4_delta_relative_power__mean
Wake__eeg4_delta_relative_power__mean
N1__eeg4_theta_power__mean
N2__eeg4_theta_power__mean
N3__eeg4_theta_power__mean
REM__eeg4_theta_power__mean
Wake__eeg4_theta_power__mean
N1__eeg4_theta_relative_power__mean
N2__eeg4_theta_relative_power__mean
N3__eeg4_theta_relative_power__mean
REM__eeg4_theta_relative_power__mean
Wake__eeg4_theta_relative_power__mean
N1__eeg4_alpha_power__mean
N2__eeg4_alpha_power__mean
N3__eeg4_alpha_power__mean
REM__eeg4_alpha_power__mean
Wake__eeg4_alpha_power__mean
N1__eeg4_alpha_relative_power__mean
N2__eeg4_alpha_relative_power__mean
N3__eeg4_alpha_relative_power__mean
REM__eeg4_alpha_relative_power__mean
Wake__eeg4_alpha_relative_power__mean
N1__eeg4_sigma_power__mean
N2__eeg4_sigma_power__mean
N3__eeg4_sigma_power__mean
REM__eeg4_sigma_power__mean
Wake__eeg4_sigma_power__mean
N1__eeg4_sigma_relative_power__mean
N2__eeg4_sigma_relative_power__mean
N3__eeg4_sigma_relative_power__mean
REM__eeg4_sigma_relative_power__mean
Wake__eeg4_sigma_relative_power__mean
N1__eeg4_beta_power__mean
N2__eeg4_beta_power__mean
N3__eeg4_beta_power__mean
REM__eeg4_beta_power__mean
Wake__eeg4_beta_power__mean
N1__eeg4_beta_relative_power__mean
N2__eeg4_beta_relative_power__mean
N3__eeg4_beta_relative_power__mean
REM__eeg4_beta_relative_power__mean
Wake__eeg4_beta_relative_power__mean
N1__eeg4_theta_alpha_ratio__mean
N2__eeg4_theta_alpha_ratio__mean
N3__eeg4_theta_alpha_ratio__mean
REM__eeg4_theta_alpha_ratio__mean
Wake__eeg4_theta_alpha_ratio__mean
N1__eeg4_delta_beta_ratio__mean
N2__eeg4_delta_beta_ratio__mean
N3__eeg4_delta_beta_ratio__mean
REM__eeg4_delta_beta_ratio__mean
Wake__eeg4_delta_beta_ratio__mean
N1__eeg4_delta_sigma_ratio__mean
N2__eeg4_delta_sigma_ratio__mean
N3__eeg4_delta_sigma_ratio__mean
REM__eeg4_delta_sigma_ratio__mean
Wake__eeg4_delta_sigma_ratio__mean
N1__eeg1_mean__std
N2__eeg1_mean__std
N3__eeg1_mean__std
REM__eeg1_mean__std
Wake__eeg1_mean__std
N1__eeg1_std__std
N2__eeg1_std__std
N3__eeg1_std__std
REM__eeg1_std__std
Wake__eeg1_std__std
N1__eeg1_iqr__std
N2__eeg1_iqr__std
N3__eeg1_iqr__std
REM__eeg1_iqr__std
Wake__eeg1_iqr__std
N1__eeg1_skew__std
N2__eeg1_skew__std
N3__eeg1_skew__std
REM__eeg1_skew__std
Wake__eeg1_skew__std
N1__eeg1_kurtosis__std
N2__eeg1_kurtosis__std
N3__eeg1_kurtosis__std
REM__eeg1_kurtosis__std
Wake__eeg1_kurtosis__std
N1__eeg1_zero_crossings__std
N2__eeg1_zero_crossings__std
N3__eeg1_zero_crossings__std
REM__eeg1_zero_crossings__std
Wake__eeg1_zero_crossings__std
N1__eeg1_hjorth_mobility__std
N2__eeg1_hjorth_mobility__std
N3__eeg1_hjorth_mobility__std
REM__eeg1_hjorth_mobility__std
Wake__eeg1_hjorth_mobility__std
N1__eeg1_hjorth_complexity__std
N2__eeg1_hjorth_complexity__std
N3__eeg1_hjorth_complexity__std
REM__eeg1_hjorth_complexity__std
Wake__eeg1_hjorth_complexity__std
N1__eeg1_total_power_0p5_30__std
N2__eeg1_total_power_0p5_30__std
N3__eeg1_total_power_0p5_30__std
REM__eeg1_total_power_0p5_30__std
Wake__eeg1_total_power_0p5_30__std
N1__eeg1_delta_power__std
N2__eeg1_delta_power__std
N3__eeg1_delta_power__std
REM__eeg1_delta_power__std
Wake__eeg1_delta_power__std
N1__eeg1_delta_relative_power__std
N2__eeg1_delta_relative_power__std
N3__eeg1_delta_relative_power__std
REM__eeg1_delta_relative_power__std
Wake__eeg1_delta_relative_power__std
N1__eeg1_theta_power__std
N2__eeg1_theta_power__std
N3__eeg1_theta_power__std
REM__eeg1_theta_power__std
Wake__eeg1_theta_power__std
N1__eeg1_theta_relative_power__std
N2__eeg1_theta_relative_power__std
N3__eeg1_theta_relative_power__std
REM__eeg1_theta_relative_power__std
Wake__eeg1_theta_relative_power__std
N1__eeg1_alpha_power__std
N2__eeg1_alpha_power__std
N3__eeg1_alpha_power__std
REM__eeg1_alpha_power__std
Wake__eeg1_alpha_power__std
N1__eeg1_alpha_relative_power__std
N2__eeg1_alpha_relative_power__std
N3__eeg1_alpha_relative_power__std
REM__eeg1_alpha_relative_power__std
Wake__eeg1_alpha_relative_power__std
N1__eeg1_sigma_power__std
N2__eeg1_sigma_power__std
N3__eeg1_sigma_power__std
REM__eeg1_sigma_power__std
Wake__eeg1_sigma_power__std
N1__eeg1_sigma_relative_power__std
N2__eeg1_sigma_relative_power__std
N3__eeg1_sigma_relative_power__std
REM__eeg1_sigma_relative_power__std
Wake__eeg1_sigma_relative_power__std
N1__eeg1_beta_power__std
N2__eeg1_beta_power__std
N3__eeg1_beta_power__std
REM__eeg1_beta_power__std
Wake__eeg1_beta_power__std
N1__eeg1_beta_relative_power__std
N2__eeg1_beta_relative_power__std
N3__eeg1_beta_relative_power__std
REM__eeg1_beta_relative_power__std
Wake__eeg1_beta_relative_power__std
N1__eeg1_theta_alpha_ratio__std
N2__eeg1_theta_alpha_ratio__std
N3__eeg1_theta_alpha_ratio__std
REM__eeg1_theta_alpha_ratio__std
Wake__eeg1_theta_alpha_ratio__std
N1__eeg1_delta_beta_ratio__std
N2__eeg1_delta_beta_ratio__std
N3__eeg1_delta_beta_ratio__std
REM__eeg1_delta_beta_ratio__std
Wake__eeg1_delta_beta_ratio__std
N1__eeg1_delta_sigma_ratio__std
N2__eeg1_delta_sigma_ratio__std
N3__eeg1_delta_sigma_ratio__std
REM__eeg1_delta_sigma_ratio__std
Wake__eeg1_delta_sigma_ratio__std
N1__eeg2_mean__std
N2__eeg2_mean__std
N3__eeg2_mean__std
REM__eeg2_mean__std
Wake__eeg2_mean__std
N1__eeg2_std__std
N2__eeg2_std__std
N3__eeg2_std__std
REM__eeg2_std__std
Wake__eeg2_std__std
N1__eeg2_iqr__std
N2__eeg2_iqr__std
N3__eeg2_iqr__std
REM__eeg2_iqr__std
Wake__eeg2_iqr__std
N1__eeg2_skew__std
N2__eeg2_skew__std
N3__eeg2_skew__std
REM__eeg2_skew__std
Wake__eeg2_skew__std
N1__eeg2_kurtosis__std
N2__eeg2_kurtosis__std
N3__eeg2_kurtosis__std
REM__eeg2_kurtosis__std
Wake__eeg2_kurtosis__std
N1__eeg2_zero_crossings__std
N2__eeg2_zero_crossings__std
N3__eeg2_zero_crossings__std
REM__eeg2_zero_crossings__std
Wake__eeg2_zero_crossings__std
N1__eeg2_hjorth_mobility__std
N2__eeg2_hjorth_mobility__std
N3__eeg2_hjorth_mobility__std
REM__eeg2_hjorth_mobility__std
Wake__eeg2_hjorth_mobility__std
N1__eeg2_hjorth_complexity__std
N2__eeg2_hjorth_complexity__std
N3__eeg2_hjorth_complexity__std
REM__eeg2_hjorth_complexity__std
Wake__eeg2_hjorth_complexity__std
N1__eeg2_total_power_0p5_30__std
N2__eeg2_total_power_0p5_30__std
N3__eeg2_total_power_0p5_30__std
REM__eeg2_total_power_0p5_30__std
Wake__eeg2_total_power_0p5_30__std
N1__eeg2_delta_power__std
N2__eeg2_delta_power__std
N3__eeg2_delta_power__std
REM__eeg2_delta_power__std
Wake__eeg2_delta_power__std
N1__eeg2_delta_relative_power__std
N2__eeg2_delta_relative_power__std
N3__eeg2_delta_relative_power__std
REM__eeg2_delta_relative_power__std
Wake__eeg2_delta_relative_power__std
N1__eeg2_theta_power__std
N2__eeg2_theta_power__std
N3__eeg2_theta_power__std
REM__eeg2_theta_power__std
Wake__eeg2_theta_power__std
N1__eeg2_theta_relative_power__std
N2__eeg2_theta_relative_power__std
N3__eeg2_theta_relative_power__std
REM__eeg2_theta_relative_power__std
Wake__eeg2_theta_relative_power__std
N1__eeg2_alpha_power__std
N2__eeg2_alpha_power__std
N3__eeg2_alpha_power__std
REM__eeg2_alpha_power__std
Wake__eeg2_alpha_power__std
N1__eeg2_alpha_relative_power__std
N2__eeg2_alpha_relative_power__std
N3__eeg2_alpha_relative_power__std
REM__eeg2_alpha_relative_power__std
Wake__eeg2_alpha_relative_power__std
N1__eeg2_sigma_power__std
N2__eeg2_sigma_power__std
N3__eeg2_sigma_power__std
REM__eeg2_sigma_power__std
Wake__eeg2_sigma_power__std
N1__eeg2_sigma_relative_power__std
N2__eeg2_sigma_relative_power__std
N3__eeg2_sigma_relative_power__std
REM__eeg2_sigma_relative_power__std
Wake__eeg2_sigma_relative_power__std
N1__eeg2_beta_power__std
N2__eeg2_beta_power__std
N3__eeg2_beta_power__std
REM__eeg2_beta_power__std
Wake__eeg2_beta_power__std
N1__eeg2_beta_relative_power__std
N2__eeg2_beta_relative_power__std
N3__eeg2_beta_relative_power__std
REM__eeg2_beta_relative_power__std
Wake__eeg2_beta_relative_power__std
N1__eeg2_theta_alpha_ratio__std
N2__eeg2_theta_alpha_ratio__std
N3__eeg2_theta_alpha_ratio__std
REM__eeg2_theta_alpha_ratio__std
Wake__eeg2_theta_alpha_ratio__std
N1__eeg2_delta_beta_ratio__std
N2__eeg2_delta_beta_ratio__std
N3__eeg2_delta_beta_ratio__std
REM__eeg2_delta_beta_ratio__std
Wake__eeg2_delta_beta_ratio__std
N1__eeg2_delta_sigma_ratio__std
N2__eeg2_delta_sigma_ratio__std
N3__eeg2_delta_sigma_ratio__std
REM__eeg2_delta_sigma_ratio__std
Wake__eeg2_delta_sigma_ratio__std
N1__eeg3_mean__std
N2__eeg3_mean__std
N3__eeg3_mean__std
REM__eeg3_mean__std
Wake__eeg3_mean__std
N1__eeg3_std__std
N2__eeg3_std__std
N3__eeg3_std__std
REM__eeg3_std__std
Wake__eeg3_std__std
N1__eeg3_iqr__std
N2__eeg3_iqr__std
N3__eeg3_iqr__std
REM__eeg3_iqr__std
Wake__eeg3_iqr__std
N1__eeg3_skew__std
N2__eeg3_skew__std
N3__eeg3_skew__std
REM__eeg3_skew__std
Wake__eeg3_skew__std
N1__eeg3_kurtosis__std
N2__eeg3_kurtosis__std
N3__eeg3_kurtosis__std
REM__eeg3_kurtosis__std
Wake__eeg3_kurtosis__std
N1__eeg3_zero_crossings__std
N2__eeg3_zero_crossings__std
N3__eeg3_zero_crossings__std
REM__eeg3_zero_crossings__std
Wake__eeg3_zero_crossings__std
N1__eeg3_hjorth_mobility__std
N2__eeg3_hjorth_mobility__std
N3__eeg3_hjorth_mobility__std
REM__eeg3_hjorth_mobility__std
Wake__eeg3_hjorth_mobility__std
N1__eeg3_hjorth_complexity__std
N2__eeg3_hjorth_complexity__std
N3__eeg3_hjorth_complexity__std
REM__eeg3_hjorth_complexity__std
Wake__eeg3_hjorth_complexity__std
N1__eeg3_total_power_0p5_30__std
N2__eeg3_total_power_0p5_30__std
N3__eeg3_total_power_0p5_30__std
REM__eeg3_total_power_0p5_30__std
Wake__eeg3_total_power_0p5_30__std
N1__eeg3_delta_power__std
N2__eeg3_delta_power__std
N3__eeg3_delta_power__std
REM__eeg3_delta_power__std
Wake__eeg3_delta_power__std
N1__eeg3_delta_relative_power__std
N2__eeg3_delta_relative_power__std
N3__eeg3_delta_relative_power__std
REM__eeg3_delta_relative_power__std
Wake__eeg3_delta_relative_power__std
N1__eeg3_theta_power__std
N2__eeg3_theta_power__std
N3__eeg3_theta_power__std
REM__eeg3_theta_power__std
Wake__eeg3_theta_power__std
N1__eeg3_theta_relative_power__std
N2__eeg3_theta_relative_power__std
N3__eeg3_theta_relative_power__std
REM__eeg3_theta_relative_power__std
Wake__eeg3_theta_relative_power__std
N1__eeg3_alpha_power__std
N2__eeg3_alpha_power__std
N3__eeg3_alpha_power__std
REM__eeg3_alpha_power__std
Wake__eeg3_alpha_power__std
N1__eeg3_alpha_relative_power__std
N2__eeg3_alpha_relative_power__std
N3__eeg3_alpha_relative_power__std
REM__eeg3_alpha_relative_power__std
Wake__eeg3_alpha_relative_power__std
N1__eeg3_sigma_power__std
N2__eeg3_sigma_power__std
N3__eeg3_sigma_power__std
REM__eeg3_sigma_power__std
Wake__eeg3_sigma_power__std
N1__eeg3_sigma_relative_power__std
N2__eeg3_sigma_relative_power__std
N3__eeg3_sigma_relative_power__std
REM__eeg3_sigma_relative_power__std
Wake__eeg3_sigma_relative_power__std
N1__eeg3_beta_power__std
N2__eeg3_beta_power__std
N3__eeg3_beta_power__std
REM__eeg3_beta_power__std
Wake__eeg3_beta_power__std
N1__eeg3_beta_relative_power__std
N2__eeg3_beta_relative_power__std
N3__eeg3_beta_relative_power__std
REM__eeg3_beta_relative_power__std
Wake__eeg3_beta_relative_power__std
N1__eeg3_theta_alpha_ratio__std
N2__eeg3_theta_alpha_ratio__std
N3__eeg3_theta_alpha_ratio__std
REM__eeg3_theta_alpha_ratio__std
Wake__eeg3_theta_alpha_ratio__std
N1__eeg3_delta_beta_ratio__std
N2__eeg3_delta_beta_ratio__std
N3__eeg3_delta_beta_ratio__std
REM__eeg3_delta_beta_ratio__std
Wake__eeg3_delta_beta_ratio__std
N1__eeg3_delta_sigma_ratio__std
N2__eeg3_delta_sigma_ratio__std
N3__eeg3_delta_sigma_ratio__std
REM__eeg3_delta_sigma_ratio__std
Wake__eeg3_delta_sigma_ratio__std
N1__eeg4_mean__std
N2__eeg4_mean__std
N3__eeg4_mean__std
REM__eeg4_mean__std
Wake__eeg4_mean__std
N1__eeg4_std__std
N2__eeg4_std__std
N3__eeg4_std__std
REM__eeg4_std__std
Wake__eeg4_std__std
N1__eeg4_iqr__std
N2__eeg4_iqr__std
N3__eeg4_iqr__std
REM__eeg4_iqr__std
Wake__eeg4_iqr__std
N1__eeg4_skew__std
N2__eeg4_skew__std
N3__eeg4_skew__std
REM__eeg4_skew__std
Wake__eeg4_skew__std
N1__eeg4_kurtosis__std
N2__eeg4_kurtosis__std
